id	label	synonyms	snomed	omop	doid	mondo	nci	icd10	orphanet	omim	umls	mesh
DOID:5340	anterograde amnesia		88822006		5340			R41.1			C0233795	D020324
DOID:5341	pineal region yolk sac tumor	Pineal Region Yolk Sac neoplasm			5341		C6752				C1335420	
DOID:5342	childhood endodermal sinus tumor	childhood endodermal sinus neoplasm | childhood endodermal sinus tumour | paediatric Yolk Sac tumour | pediatric Yolk Sac tumor			5342		C27364				C1333016	
DOID:5343	central nervous system endodermal sinus tumor	central nervous system endodermal sinus tumour | childhood central nervous system endodermal sinus neoplasm | paediatric central nervous system Yolk Sac tumour | pediatric central nervous system Yolk Sac tumor | Yolk Sac tumor of the CNS | Yolk Sac tumour of the CNS	1197280002		5343		C6209;C7011				C1337040;C1377613	
DOID:5344	testicular yolk sac tumor	testicular Yolk Sac neoplasm			5344		C8000				C0279708	
DOID:5345	testicular non-seminomatous germ cell cancer	malignant Non-Seminomatous germ cell tumor of testis | Testicular Non-Seminomatous Germ Cell Tumor	107691000119101		5345		C5027;C9313				C1334625;C2057625	
DOID:5348	adult endodermal sinus tumor	adult endodermal sinus neoplasm | adult Yolk Sac neoplasm			5348		C27241				C1332221	
DOID:5349	central nervous system adult germ cell tumor	central nervous system adult germ cell tumour | germ cell tumor of the adult CNS | germ cell tumour of the adult CNS			5349		C6285				C0280796	
DOID:535	sleep disorder	Non-organic sleep disorder			535						C0154564	
DOID:5350	ovarian endodermal sinus tumor	Endodermal sinus tumor of ovary | Endodermal sinus tumour of ovary | ovarian endodermal sinus tumour | Ovarian Yolk Sac tumor | Ovarian Yolk Sac tumour	254876005		5350		C8107				C0346188	
DOID:5351	ovarian primitive germ cell tumor				5351		C39986				C1518727	
