id	label	synonyms	umls
NCIT:C5726	Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma	Intraductal papillary mucinous neoplasm with an associated invasive carcinoma | Intraductal papillary-mucinous carcinoma, invasive | Pancreatic Intraductal Papillary Mucinous Neoplasm with an Associated Invasive Carcinoma | Pancreatic Invasive Intraductal Papillary-Mucinous Carcinoma	C1518871
NCIT:C5727	Pancreatic Acinar Cell Cystadenocarcinoma	Acinar Cell Cystadenocarcinoma | Acinar Cell Cystadenocarcinoma of Pancreas | Acinar Cell Cystadenocarcinoma of the Pancreas	C1266087
NCIT:C5728	Solid Pseudopapillary Carcinoma of the Pancreas	Pancreatic Solid Pseudopapillary Carcinoma | Solid pseudopapillary carcinoma | Solid Pseudopapillary Carcinoma of Pancreas	C1336029
NCIT:C5729	Stage 0 Pancreatic Cancer AJCC v6 and v7	Pancreatic Cancer Stage 0 | Pancreatic Carcinoma in Situ | Stage 0 Carcinoma of Pancreas | Stage 0 Carcinoma of the Pancreas | Stage 0 Exocrine and Endocrine Pancreatic Cancer AJCC v6 and v7 | Stage 0 Pancreatic Cancer | Stage 0 Pancreatic Cancer AJCC v6 | Stage 0 Pancreatic Cancer AJCC v7 | Stage 0 Pancreatic Carcinoma | stage 0 pancreatic carcinoma in situ	C0586365
NCIT:C5731	Duodenal Gastrin-Producing Neuroendocrine Tumor	Duodenal G-Cell Gastrin Producing Tumor | Duodenal Gastrin-Producing NET | Duodenal Gastrinoma | Gastrin Producing Tumor of Duodenum | Gastrin Producing Tumor of the Duodenum | Gastrinoma of Duodenum | Gastrinoma of the Duodenum	C1333321
NCIT:C5734	Gallbladder Lymphoma	Lymphoma of Gallbladder | Lymphoma of the Gallbladder | Primary Gallbladder Lymphoma	C1333748
NCIT:C5735	Gallbladder Melanoma	Gallbladder Malignant Melanoma | Malignant Melanoma of Gallbladder | Malignant Melanoma of the Gallbladder | Melanoma of Gallbladder | Melanoma of the Gallbladder	C1333749
NCIT:C5736	Gallbladder Sarcoma	Sarcoma of Gallbladder | Sarcoma of the Gallbladder	C1333757
NCIT:C5737	Stage I Gallbladder Cancer AJCC v6	Gallbladder Cancer Stage I AJCC v6 | Gallbladder Carcinoma Stage I AJCC v6 | Stage I Carcinoma of Gallbladder AJCC v6 | Stage I Carcinoma of the Gallbladder AJCC v6 | Stage I Gallbladder Cancer | Stage I Gallbladder Carcinoma AJCC v6 | stage IA gallbladder cancer | stage IB gallbladder cancer	C1167716
NCIT:C5738	Stage II Gallbladder Cancer AJCC v6	Gallbladder Cancer Stage II AJCC v6 | Gallbladder Carcinoma Stage II AJCC v6 | Stage II Carcinoma of Gallbladder AJCC v6 | Stage II Carcinoma of the Gallbladder AJCC v6 | Stage II Gallbladder Cancer | Stage II Gallbladder Carcinoma AJCC v6 | stage IIA gallbladder cancer | stage IIB gallbladder cancer	C1142296
NCIT:C5739	Stage III Gallbladder Cancer AJCC v6	Gallbladder Cancer Stage III AJCC v6 | Gallbladder Carcinoma Stage III AJCC v6 | Stage III Carcinoma of Gallbladder AJCC v6 | Stage III Carcinoma of the Gallbladder AJCC v6 | Stage III Gallbladder Cancer | Stage III Gallbladder Carcinoma AJCC v6	C1141952
NCIT:C5740	Stage IV Gallbladder Cancer AJCC v6	Gallbladder Cancer Stage IV AJCC v6 | Gallbladder Carcinoma Stage IV AJCC v6 | Stage IV Carcinoma of Gallbladder AJCC v6 | Stage IV Carcinoma of the Gallbladder AJCC v6 | Stage IV Gallbladder Cancer | Stage IV Gallbladder Carcinoma AJCC v6	C1141953
NCIT:C5741	Stage IVA Gallbladder Cancer AJCC v7	Gallbladder Cancer Stage IVA AJCC v7 | Gallbladder Carcinoma Stage IVA AJCC v7 | Stage IVA Carcinoma of Gallbladder AJCC v7 | Stage IVA Carcinoma of the Gallbladder AJCC v7 | Stage IVA Gallbladder Cancer | Stage IVA Gallbladder Carcinoma AJCC v7	C1168199
NCIT:C5742	Stage IVB Gallbladder Cancer AJCC v7	Gallbladder Cancer Stage IVB AJCC v7 | Gallbladder Carcinoma Stage IVB AJCC v7 | Stage IVB Carcinoma of Gallbladder AJCC v7 | Stage IVB Carcinoma of the Gallbladder AJCC v7 | Stage IVB Gallbladder Cancer | Stage IVB Gallbladder Carcinoma AJCC v7	C1168200
NCIT:C5743	Gallbladder Intracholecystic Papillary Neoplasm with an Associated Invasive Carcinoma	Gallbladder ICPN with an Associated Invasive Carcinoma | Gallbladder Intracholecystic Papillary (Tubular) Neoplasm with an Associated Invasive Carcinoma | Gallbladder Intracystic/Intaductal Papillary Neoplasm with an Associated Invasive Carcinoma | Gallbladder Papillary Neoplasm with an Associated Invasive Cancer | Gallbladder Papillary Neoplasm with an Associated Invasive Carcinoma | Intracystic Papillary Neoplasm with an Associated Invasive Carcinoma | Papillary Carcinoma of Gallbladder | Papillary Carcinoma of the Gallbladder	
NCIT:C5744	Gallbladder Mucinous Adenocarcinoma	Colloid Carcinoma of Gallbladder | Colloid Carcinoma of the Gallbladder | Colloidal Carcinoma of Gallbladder | Colloidal Carcinoma of the Gallbladder | Gallbladder Colloid Carcinoma | Gallbladder Colloidal Carcinoma | Mucinous Carcinoma of Gallbladder | Mucinous Carcinoma of the Gallbladder	C1333750
NCIT:C5745	Gallbladder Signet Ring Cell Adenocarcinoma	Gallbladder Signet Ring Cell Carcinoma | Gallbladder Signet-Ring Cell Carcinoma | Signet Ring Cell Carcinoma of Gallbladder | Signet Ring Cell Carcinoma of the Gallbladder	C1333758
NCIT:C5746	Gallbladder Neurofibroma	Neurofibroma of Gallbladder | Neurofibroma of the Gallbladder	C1333751
NCIT:C5747	Gallbladder Leiomyoma	Leiomyoma of Gallbladder | Leiomyoma of the Gallbladder	C1333745
NCIT:C5749	Benign Liver Non-Epithelial Neoplasm	Benign Non-Epithelial Hepatic and Intrahepatic Bile Duct Neoplasm | Benign Non-Epithelial Hepatic Neoplasm | Benign Non-Epithelial Liver and Intrahepatic Bile Duct Neoplasm | Benign Non-Epithelial Liver Neoplasm | Liver and Intrahepatic Bile Duct Benign Non-Epithelial Neoplasm	C1332521
NCIT:C5750	Liver Lipoma	Hepatic Lipoma | Lipoma of Liver | Lipoma of the Liver	C1333970
NCIT:C5751	Liver Mesenchymal Hamartoma	Hepatic Mesenchymal Hamartoma | HMH | Liver MH | Mesenchymal Hamartoma of Liver | Mesenchymal Hamartoma of the Liver	C1333971
NCIT:C5752	Liver Solitary Fibrous Tumor	Fibroma of Liver | Fibroma of the Liver | Hepatic Fibroma | Liver Fibroma | Liver Localized Fibrous Mesothelioma | Liver Localized Fibrous Tumor	C1333965
NCIT:C5753	Liver Leiomyoma	Hepatic Leiomyoma | Leiomyoma of Liver | Leiomyoma of the Liver	C1333968
NCIT:C5754	Hepatocellular Clear Cell Carcinoma	Clear Cell Carcinoma of Liver Cells | Clear Cell Carcinoma of the Liver Cells | Clear Cell Hepatocellular Cancer | Clear Cell Hepatocellular Carcinoma | Hepatocellular carcinoma, clear cell type | Liver Cell Clear Cell Carcinoma	C1333067
NCIT:C5756	Liver Leiomyosarcoma	Hepatic Leiomyosarcoma | Leiomyosarcoma of Liver | Leiomyosarcoma of the Liver	C1333969
NCIT:C5758	Stage I Hepatocellular Carcinoma AJCC v6 and v7	Hepatocellular Cancer Stage I | Liver Cell Cancer Stage I | Stage I Hepatocellular Cancer | Stage I Hepatocellular Carcinoma AJCC v6 | Stage I Hepatocellular Carcinoma AJCC v7 | Stage I Liver Cell Cancer | Stage I Liver Cell Carcinoma	C1336456
NCIT:C5759	Stage II Hepatocellular Carcinoma AJCC v6 and v7	Hepatocullular Cancer Stage II | Liver Cell Cancer Stage II | Stage II Hepatocellular Cancer | Stage II Hepatocellular Carcinoma AJCC v6 | Stage II Hepatocellular Carcinoma AJCC v7 | Stage II Liver Cell Cancer | Stage II Liver Cell Carcinoma	C1336290
NCIT:C5760	Stage III Hepatocellular Carcinoma AJCC v6	Hepatocellular Cancer Stage III AJCC v6 | Liver Cell Cancer Stage III AJCC v6 | Stage III Carcinoma of Liver Cells AJCC v6 | Stage III Carcinoma of the Liver Cells AJCC v6 | Stage III Hepatocellular Cancer | Stage III Hepatocellular Cancer AJCC v6 | Stage III Liver Cell Cancer AJCC v6	C1336248
NCIT:C5761	Stage IIIA Hepatocellular Carcinoma AJCC v7	Stage IIIA Carcinoma of Liver Cells | Stage IIIA Carcinoma of the Liver Cells | Stage IIIA Hepatocellular Cancer | Stage IIIA Hepatocellular Carcinoma | Stage IIIA Liver Cancer | Stage IIIA Liver Carcinoma | Stage IIIA Liver Cell Carcinoma	C1336208
NCIT:C5762	Stage IIIB Hepatocellular Carcinoma AJCC v7	Stage IIIB Carcinoma of Liver Cells | Stage IIIB Carcinoma of the Liver Cells | Stage IIIB Hepatocellular Cancer | Stage IIIB Hepatocellular Carcinoma | Stage IIIB Liver Cancer | Stage IIIB Liver Carcinoma | Stage IIIB Liver Cell Carcinoma	C1336223
NCIT:C5763	Stage IV Hepatocellular Carcinoma AJCC v6	Hepatocellular Cancer Stage IV AJCC v6 | Liver Cell Cancer Stage IV AJCC v6 | Stage IV Hepatocellular Cancer | Stage IV Hepatocellular Cancer AJCC v6 | Stage IV Liver Cell Cancer AJCC v6 | Stage IV Liver Cell Carcinoma AJCC v6	C1336418
NCIT:C5764	Stage IVA Hepatocellular Carcinoma AJCC v7	Stage IVA Hepatocellular Cancer | Stage IVA Hepatocellular Carcinoma | Stage IVA Liver Cell Carcinoma	C1336339
NCIT:C5765	Stage IVB Hepatocellular Carcinoma AJCC v7	Stage IVB Carcinoma of Liver Cells | Stage IVB Carcinoma of the Liver Cells | Stage IVB Hepatocellular Cancer | Stage IVB Hepatocellular Carcinoma | Stage IVB Liver Cell Carcinoma	C1336369
NCIT:C5766	Liver Non-Hodgkin Lymphoma	Hepatic Non-Hodgkin Lymphoma | Hepatic Non-Hodgkin's Lymphoma | Non-Hodgkin's Liver Lymphoma | Non-Hodgkin's Lymphoma of Liver | Non-Hodgkin's Lymphoma of the Liver | Primary Hepatic Non-Hodgkin's Lymphoma | Primary Liver Non-Hodgkin Lymphoma	C1333973
NCIT:C5768	Liver Mucosa-Associated Lymphoid Tissue Lymphoma	Hepatic MALToma | Hepatic Mucosa-Associated Lymphoid Tissue Lymphoma | Liver MALToma | MALT Hepatic Lymphoma | MALT Liver Lymphoma | MALT Lymphoma of Liver | MALT Lymphoma of the Liver | MALToma of Liver | MALToma of the Liver | Mucosa-Associated Lymphoid Tissue Liver Lymphoma | Mucosa-Associated Lymphoid Tissue Lymphoma of Liver | Mucosa-Associated Lymphoid Tissue Lymphoma of the Liver	C1333972
NCIT:C5775	Extrahepatic Bile Duct Clear Cell Adenocarcinoma	Bile Duct Clear Cell Adenocarcinoma | Clear Cell Adenocarcinoma of Bile Duct | Clear Cell Adenocarcinoma of the Bile Duct | Clear Cell Bile Duct Adenocarcinoma	C0861855
NCIT:C5776	Extrahepatic Bile Duct Signet Ring Cell Adenocarcinoma	Bile Duct Signet Ring Cell Carcinoma | Extrahepatic Bile Duct Signet Ring Cell Carcinoma | Extrahepatic Bile Duct Signet-Ring Cell Carcinoma | Signet Ring Cell Bile Duct Carcinoma | Signet Ring Cell Carcinoma of Bile Duct | Signet Ring Cell Carcinoma of the Bile Duct	C0861859
NCIT:C5777	Extrahepatic Bile Duct Squamous Cell Carcinoma	Bile Duct Squamous Cell Carcinoma | Squamous Cell Bile Duct Carcinoma | Squamous Cell Carcinoma of Bile Duct | Squamous Cell Carcinoma of the Bile Duct	C0861861
NCIT:C5778	Extrahepatic Bile Duct Adenosquamous Carcinoma	Adenosquamous Bile Duct Carcinoma | Adenosquamous Carcinoma of Bile Duct | Adenosquamous Carcinoma of the Bile Duct | Bile Duct Adenosquamous Carcinoma	C0861854
NCIT:C5780	Extrahepatic Bile Duct Undifferentiated Carcinoma	Anaplastic Carcinoma of Extrahepatic Bile Duct | Anaplastic Carcinoma of the Extrahepatic Bile Duct | Anaplastic Extrahepatic Bile Duct Carcinoma | Undifferentiated Carcinoma of Extrahepatic Bile Duct | Undifferentiated Carcinoma of the Extrahepatic Bile Duct | Undifferentiated Extrahepatic Bile Duct Carcinoma	C1336856
NCIT:C5783	Liver Neuroendocrine Tumor	Hepatic Carcinoid Tumor | Hepatic Neuroendocrine Tumor | HNET | Liver Carcinoid Tumor | Liver Well Differentiated Neuroendocrine Neoplasm | Liver Well-Differentiated Neuroendocrine Neoplasm | Primary Hepatic Neuroendocrine Tumor | Primary Liver Neuroendocrine Tumor	C1333963
NCIT:C5787	Jejunal Somatostatin-Producing Neuroendocrine Tumor	Delta Cell Tumor of Jejunum | Delta Cell Tumor of the Jejunum | Jejunal Somatostatin Producing Tumor | Jejunal Somatostatin-Producing NET | Jejunal Somatostatinoma | Somatosatinoma of Jejunum | Somatosatinoma of the Jejunum	C1334297
NCIT:C5789	Pancreatic Non-Hodgkin Lymphoma	Pancreatic Non-Hodgkin's Lymphoma | Primary Pancreatic Non-Hodgkin's Lymphoma	C1335312
NCIT:C5790	Adult Central Nervous System Embryonal Carcinoma	Adult CNS Embryonal Carcinoma | Central Nervous System Embryonal Carcinoma | Embryonal Carcinoma of Adult Central Nervous System | Embryonal Carcinoma of Adult CNS | Embryonal Carcinoma of the Adult Central Nervous System | Embryonal Carcinoma of the Adult CNS	C1370503
NCIT:C5792	Adult Germinoma	Adult Central Nervous System Germinoma	C1370504
NCIT:C5793	Adult Central Nervous System Choriocarcinoma	Adult CNS Choriocarcinoma | Central Nervous System Choriocarcinoma | Choriocarcinoma of Adult Central Nervous System | Choriocarcinoma of Adult CNS | Choriocarcinoma of the Adult Central Nervous System | Choriocarcinoma of the Adult CNS	C1370505
NCIT:C5794	Adult Central Nervous System Teratoma	Adult CNS Teratoma | Central Nervous System Teratoma | Teratoma of Adult Central Nervous System | Teratoma of Adult CNS | Teratoma of the Adult Central Nervous System | Teratoma of the Adult CNS	C1370506
NCIT:C5795	Childhood Brain Germ Cell Tumor	Brain Germ Cell Tumor | Childhood Brain Germ Cell Neoplasm | Childhood Germ Cell Brain Neoplasm | Childhood Germ Cell Brain Tumor | Germ Cell Neoplasm of Childhood Brain | Germ Cell Neoplasm of Pediatric Brain | Germ Cell Neoplasm of the Childhood Brain | Germ Cell Neoplasm of the Pediatric Brain | Germ Cell Tumor of Childhood Brain | Germ Cell Tumor of Pediatric Brain | Germ Cell Tumor of the Childhood Brain | Germ Cell Tumor of the Pediatric Brain | Pediatric Brain Germ Cell Neoplasm | Pediatric Brain Germ Cell Tumor	
NCIT:C5796	Adult Benign Cerebellar Neoplasm	Adult Benign Cerebellar Neoplasms | Benign Adult Cerebellar Neoplasm | Benign Adult Cerebellar Tumor | Benign Adult Cerebellar Tumors | Benign Neoplasm of Adult Cerebellum | Benign Neoplasm of the Adult Cerebellum | Benign Tumor of Adult Cerebellum | Benign Tumor of the Adult Cerebellum	C1332468
NCIT:C5797	Adult Benign Brain Stem Neoplasm	Adult Benign Brain Stem Neoplasms | Benign Adult Brain Stem Neoplasm | Benign Adult Brain Stem Tumor | Benign Adult Brain Stem Tumors | Benign Adult Brainstem Neoplasm | Benign Adult Brainstem Neoplasms | Benign Adult Brainstem Tumor | Benign Adult Brainstem Tumors | Benign Neoplasm of Adult Brain Stem | Benign Neoplasm of Adult Brainstem | Benign Neoplasm of the Adult Brain Stem | Benign Neoplasm of the Adult Brainstem | Benign Tumor of Adult Brain Stem | Benign Tumor of Adult Brainstem | Benign Tumor of the Adult Brain Stem | Benign Tumor of the Adult Brainstem	C1332467
NCIT:C5798	Childhood Benign Brain Neoplasm	Benign Childhood Brain Neoplasm | Benign Childhood Brain Tumor | Benign Childhood Neoplasm of Brain | Benign Childhood Neoplasm of the Brain | Benign Childhood Tumor of Brain | Benign Childhood Tumor of the Brain | Benign Pediatric Brain Neoplasm | Benign Pediatric Brain Tumor | Benign Pediatric Neoplasm of Brain | Benign Pediatric Neoplasm of the Brain | Benign Pediatric Tumor of Brain | Benign Pediatric Tumor of the Brain	C1332482
NCIT:C5799	Childhood Benign Supratentorial Neoplasm	Benign Childhood Supratentorial Neoplasm | Benign Childhood Supratentorial Tumor | Benign Pediatric Supratentorial Neoplasm | Benign Pediatric Supratentorial Tumor | Childhood Benign Supratentorial Tumor	C1332486
NCIT:C5800	Childhood Choroid Plexus Papilloma	Childhood Papilloma of Choroid Plexus | Childhood Papilloma of the Choroid Plexus | Pediatric Choroid Plexus Papilloma | Pediatric Papilloma of Choroid Plexus | Pediatric Papilloma of the Choroid Plexus	C1332963
NCIT:C5802	Childhood Infratentorial Neoplasm	Childhood Infratentorial Neoplasms | Childhood Infratentorial Tumor | Childhood Infratentorial Tumors | Pediatric Infratentorial Neoplasm | Pediatric Infratentorial Tumor	C1332973
NCIT:C5803	Small Intestinal Neuroendocrine Neoplasm	Small Intestine Neuroendocrine Neoplasm	C1336005
NCIT:C5806	Gastric Gastrointestinal Stromal Tumor	Digestive Stromal Neoplasm of Stomach | Digestive Stromal Neoplasm of the Stomach | Digestive Stromal Tumor of Stomach | Digestive Stromal Tumor of the Stomach | Gastric (Stomach) Gastrointestinal Stromal Tumor (GIST) | Gastric Digestive Stromal Neoplasm | Gastric Digestive Stromal Tumor | Gastric GIST | Gastrointestinal Stromal Neoplasm of Stomach | Gastrointestinal Stromal Neoplasm of the Stomach | Gastrointestinal Stromal Tumor of Stomach | Gastrointestinal Stromal Tumor of the Stomach | GIST of Stomach | GIST of the Stomach | Stomach Digestive Stromal Neoplasm | Stomach Digestive Stromal Tumor	C1333768
NCIT:C5807	Stage I Small Intestinal Cancer AJCC v7	Small Intestine Cancer Stage I | Stage I Small Intestinal Cancer | Stage I Small Intestine Carcinoma	C1167735
NCIT:C5808	Stage II Small Intestinal Cancer AJCC v7	Small Intestine Cancer Stage II | Stage II Small Intestinal Cancer | Stage II Small Intestine Carcinoma	C1167736
NCIT:C5809	Stage III Small Intestinal Cancer AJCC v7	Small Intestine Cancer Stage III | Stage III Small Intestinal Cancer | Stage III Small Intestine Carcinoma	C1167737
NCIT:C5810	Stage IV Small Intestinal Cancer AJCC v7	Small Intestine Cancer Stage IV | Stage IV Small Intestinal Cancer | Stage IV Small Intestine Carcinoma	C1167738
NCIT:C5811	Small Intestinal Gastrointestinal Stromal Tumor	Digestive Stromal Neoplasm of Small Intestine | Digestive Stromal Neoplasm of the Small Intestine | Digestive Stromal Tumor of Small Intestine | Digestive Stromal Tumor of the Small Intestine | Gastrointestinal Stromal Neoplasm of Small Intestine | Gastrointestinal Stromal Neoplasm of the Small Intestine | Gastrointestinal Stromal Tumor of Small Intestine | Gastrointestinal Stromal Tumor of the Small Intestine | Small Intestinal Gastrointestinal Stromal Tumor (GIST) | Small Intestinal GIST | Small Intestine Digestive Stromal Neoplasm | Small Intestine Digestive Stromal Tumor | Small Intestine Gastrointestinal Stromal Neoplasm	C1335996
NCIT:C5816	Metastatic Adult Malignant Neoplasm in the Brain	Brain Metastases, Adult | Metastasis to the Adult Brain | Metastatic Malignant Neoplasm to the Adult Brain | Metastatic Neoplasm to the Adult Brain | Metastatic Tumor to the Adult Brain | Secondary Malignant Neoplasm to the Adult Brain | Secondary Malignant Tumor to the Adult Brain	C1334723
NCIT:C5817	Brain Embryonal Tumor, Not Otherwise Specified	Brain Embryonal Tumor, NOS | Brain PNET | Brain Primitive Neuroectodermal Neoplasm | Brain Primitive Neuroectodermal Tumor | Embryonal Tumor | Intracranial Embryonal Tumor, Not Otherwise Specified	C0346292
NCIT:C5818	Pharyngeal Adenoid Cystic Carcinoma	Adenoid Cystic Carcinoma of Pharynx | Adenoid Cystic Carcinoma of the Pharynx | Pharyngeal Throat Adenoid Cystic Cancer | Pharynx Adenoid Cystic Carcinoma	C1335399
NCIT:C5819	Buccal Squamous Papilloma	Buccal Mucosa Papilloma | Buccal Squamous Cell Papilloma | Papilloma of Buccal Mucosa | Papilloma of the Buccal Mucosa	C1332641
NCIT:C5820	Esophageal Neuroendocrine Tumor G1	Esophageal NET G1	C1333444
NCIT:C5821	Esophageal Neuroendocrine Neoplasm	Neuroendocrine Neoplasm of Esophagus | Neuroendocrine Neoplasm of the Esophagus	C1333462
NCIT:C5822	Nerve Plexus Neoplasm	Neoplasm of Nerve Plexus | Neoplasm of the Nerve Plexus | Nerve Plexus Neoplasms | Nerve Plexus Tumor | Nerve Plexus Tumors | Neural Plexus Neoplasms | Neural Plexus Tumors | Tumor of Nerve Plexus | Tumor of the Nerve Plexus	C1334945
NCIT:C5823	Brachial Plexus Neoplasm	Brachial Plexus Neoplasms | Brachial Plexus Tumor | Neoplasm of Brachial Plexus | Neoplasm of the Brachial Plexus | Tumor of Brachial Plexus | Tumor of the Brachial Plexus	C1332602
NCIT:C5824	Lumbar Plexus Neoplasm	Lumbar Plexus Neoplasms | Lumbar Plexus Tumor | Neoplasm of Lumbar Plexus | Neoplasm of the Lumbar Plexus | Tumor of Lumbar Plexus | Tumor of the Lumbar Plexus	C1334437
NCIT:C5825	Trochlear Nerve Neoplasm	Fourth Cranial Nerve Neoplasm | Fourth Cranial Nerve Neoplasms | Fourth Cranial Nerve Tumor | Fourth Cranial Nerve Tumors | IVth Cranial Nerve Neoplasms | IVth Cranial Nerve Tumors | Neoplasm of Fourth Cranial Nerve | Neoplasm of the Fourth Cranial Nerve | Neoplasm of the Trochlear Nerve | Neoplasm of Trochlear Nerve | Trochlear Nerve Neoplasms | Trochlear Nerve Tumor | Trochlear Nerve Tumors | Tumor of Fourth Cranial Nerve | Tumor of the Fourth Cranial Nerve | Tumor of the Trochlear Nerve | Tumor of Trochlear Nerve	C1263896
NCIT:C5826	Abducens Nerve Neoplasm	Abducens Nerve Neoplasms | Abducens Nerve Tumor | Abducens Nerve Tumors | Neoplasm of Abducens Nerve | Neoplasm of Sixth Cranial Nerve | Neoplasm of the Abducens Nerve | Neoplasm of the Sixth Cranial Nerve | Sixth Cranial Nerve Neoplasm | Sixth Cranial Nerve Neoplasms | Sixth Cranial Nerve Tumor | Sixth Cranial Nerve Tumors | Tumor of Abducens Nerve | Tumor of Sixth Cranial Nerve | Tumor of the Abducens Nerve | Tumor of the Sixth Cranial Nerve | VIth Cranial Nerve Neoplasms | VIth Cranial Nerve Tumors	C1263898
NCIT:C5827	Facial Nerve Neoplasm	Facial Nerve Neoplasms | Facial Nerve Tumor | Facial Nerve Tumors | Neoplasm of Facial Nerve | Neoplasm of Seventh Cranial Nerve | Neoplasm of the Facial Nerve | Neoplasm of the Seventh Cranial Nerve | Seventh Cranial Nerve Neoplasm | Seventh Cranial Nerve Neoplasms | Seventh Cranial Nerve Tumor | Seventh Cranial Nerve Tumors | Tumor of Facial Nerve | Tumor of Seventh Cranial Nerve | Tumor of the Facial Nerve | Tumor of the Seventh Cranial Nerve | VIIth Cranial Nerve Neoplasms | VIIth Cranial Nerve Tumors	C1263899
NCIT:C5828	Glossopharyngeal Nerve Neoplasm	Glossopharyngeal Nerve Neoplasms | Glossopharyngeal Nerve Tumor | Glossopharyngeal Nerve Tumors | IXth Cranial Nerve Neoplasms | IXth Cranial Nerve Tumors | Neoplasm of Glossopharyngeal Nerve | Neoplasm of Ninth Cranial Nerve | Neoplasm of the Glossopharyngeal Nerve | Neoplasm of the Ninth Cranial Nerve | Ninth Cranial Nerve Neoplasm | Ninth Cranial Nerve Neoplasms | Ninth Cranial Nerve Tumor | Ninth Cranial Nerve Tumors | Tumor of Glossopharyngeal Nerve | Tumor of Ninth Cranial Nerve | Tumor of the Glossopharyngeal Nerve | Tumor of the Ninth Cranial Nerve	C1263900
NCIT:C5829	Accessory Nerve Neoplasm	Eleventh Cranial Nerve Neoplasm | Eleventh Cranial Nerve Neoplasms | Eleventh Cranial Nerve Tumor | Eleventh Cranial Nerve Tumors | Neoplasm of Eleventh Cranial Nerve | Neoplasm of Spinal Accessory Nerve | Neoplasm of the Eleventh Cranial Nerve | Neoplasm of the Spinal Accessory Nerve | Spinal Accessory Nerve Neoplasm | Spinal Accessory Nerve Neoplasms | Spinal Accessory Nerve Tumor | Spinal Accessory Nerve Tumors | Tumor of Eleventh Cranial Nerve | Tumor of Spinal Accessory Nerve | Tumor of the Eleventh Cranial Nerve | Tumor of the Spinal Accessory Nerve | XIth Cranial Nerve Neoplasms | XIth Cranial Nerve Tumors	C1263902
NCIT:C5830	Hypoglossal Nerve Neoplasm	Hypoglossal Nerve Neoplasms | Hypoglossal Nerve Tumor | Hypoglossal Nerve Tumors | Neoplasm of Hypoglossal Nerve | Neoplasm of the Hypoglossal Nerve | Neoplasm of the Twelfth Cranial Nerve | Neoplasm of Twelfth Cranial Nerve | Tumor of Hypoglossal Nerve | Tumor of the Hypoglossal Nerve | Tumor of the Twelfth Cranial Nerve | Tumor of Twelfth Cranial Nerve | Twelfth Cranial Nerve Neoplasm | Twelfth Cranial Nerve Neoplasms | Twelfth Cranial Nerve Tumor | Twelfth Cranial Nerve Tumors | XIIth Cranial Nerve Neoplasms | XIIth Cranial Nerve Tumors	C1263903
NCIT:C5831	Vagus Nerve Neoplasm	Neoplasm of Tenth Cranial Nerve | Neoplasm of the Tenth Cranial Nerve | Neoplasm of the Vagus Nerve | Neoplasm of Vagus Nerve | Tenth Cranial Nerve Neoplasm | Tenth Cranial Nerve Neoplasms | Tenth Cranial Nerve Tumor | Tenth Cranial Nerve Tumors | Tumor of Tenth Cranial Nerve | Tumor of the Tenth Cranial Nerve | Tumor of the Vagus Nerve | Tumor of Vagus Nerve | Vagus Nerve Neoplasms | Vagus Nerve Tumor | Vagus Nerve Tumors | Xth Cranial Nerve Neoplasms | Xth Cranial Nerve Tumors	C1263901
NCIT:C5832	Liver Fibrosarcoma	Fibrosarcoma of Liver | Fibrosarcoma of the Liver | Hepatic Fibrosarcoma	C1333966
NCIT:C5833	Liver Extraskeletal Osteosarcoma	Hepatic Extraskeletal Osteosarcoma | Hepatic Osteogenic Sarcoma | Hepatic Osteosarcoma | Liver Osteogenic Sarcoma | Liver Osteosarcoma | Osteogenic Sarcoma of Liver | Osteogenic Sarcoma of the Liver | Osteosarcoma of Liver | Osteosarcoma of the Liver	C1333974
NCIT:C5834	Liver Rhabdomyosarcoma	Hepatic Rhabdomyosarcoma | Rhabdomyosarcoma of Liver | Rhabdomyosarcoma of the Liver	C1333975
NCIT:C5835	Gallbladder Lipoma	Lipoma of Gallbladder | Lipoma of the Gallbladder	C1333747
NCIT:C5838	Gallbladder Sarcomatoid Carcinoma	Gallbladder Undifferentiated Carcinoma, Spindle and Giant Cell Type | GBSC | Pleomorphic Spindle and Giant Cell Carcinoma of Gallbladder | Pleomorphic Spindle and Giant Cell Carcinoma of the Gallbladder | Undifferentiated Gallbladder Carcinoma, Spindle and Giant Cell Type	C2348726
NCIT:C5839	Gallbladder Rhabdomyosarcoma	Rhabdomyosarcoma of Gallbladder | Rhabdomyosarcoma of the Gallbladder	C1333756
NCIT:C5840	Gallbladder Angiosarcoma	Angiosarcoma of Gallbladder | Angiosarcoma of the Gallbladder | Gallbladder Hemangiosarcoma | Hemangiosarcoma of Gallbladder | Hemangiosarcoma of the Gallbladder	C1333742
NCIT:C5841	Gallbladder Leiomyosarcoma	Leiomyosarcoma of Gallbladder | Leiomyosarcoma of the Gallbladder	C1333746
NCIT:C5842	Gallbladder Kaposi Sarcoma	Gallbladder Kaposi's Sarcoma | Kaposi's Sarcoma of Gallbladder | Kaposi's Sarcoma of the Gallbladder	C1333744
