id	label	synonyms	umls
NCIT:C5845	Extrahepatic Bile Duct Small Cell Neuroendocrine Carcinoma	Extrahepatic Bile Duct Small Cell Carcinoma | Extrahepatic Bile Duct Small Cell NEC | Oat Cell Carcinoma of Extrahepatic Bile Duct | Oat Cell Carcinoma of the Extrahepatic Bile Duct | Oat Cell Extrahepatic Bile Duct Carcinoma | Small Cell Adenocarcinoma of Extrahepatic Bile Duct | Small Cell Adenocarcinoma of the Extrahepatic Bile Duct | Small Cell Extrahepatic Bile Duct Carcinoma | Small Cell Extrahepatic Bile Duct Neuroendocrine Carcinoma	C1335979
NCIT:C5846	Extrahepatic Bile Duct Mucinous Adenocarcinoma	Bile Duct Colloid Carcinoma | Bile Duct Colloidal Carcinoma | Bile Duct Mucinous Adenocarcinoma | Colloid Adenocarcinoma of Bile Duct | Colloid Adenocarcinoma of Extrahepatic Bile Duct | Colloid Adenocarcinoma of the Bile Duct | Colloid Adenocarcinoma of the Extrahepatic Bile Duct | Colloid Bile Duct Adenocarcinoma | Colloid Bile Duct Carcinoma | Colloid Carcinoma of Bile Duct | Colloid Carcinoma of the Bile Duct | Colloid Extrahepatic Bile Duct Adenocarcinoma | Colloidal Adenocarcinoma of Bile Duct | Colloidal Adenocarcinoma of Extrahepatic Bile Duct | Colloidal Adenocarcinoma of the Bile Duct | Colloidal Adenocarcinoma of the Extrahepatic Bile Duct | Colloidal Bile Duct Adenocarcinoma | Colloidal Bile Duct Carcinoma | Colloidal Carcinoma of Bile Duct | Colloidal Carcinoma of the Bile Duct | Colloidal Extrahepatic Bile Duct Adenocarcinoma | Mucinous Adenocarcinoma of Bile Duct | Mucinous Adenocarcinoma of Extrahepatic Bile Duct | Mucinous Adenocarcinoma of the Bile Duct | Mucinous Adenocarcinoma of the Extrahepatic Bile Duct | Mucinous Bile Duct Adenocarcinoma | Mucinous Carcinoma of Bile Duct | Mucinous Carcinoma of the Bile Duct | Mucinous Extrahepatic Bile Duct Adenocarcinoma	C0861856
NCIT:C5847	Extrahepatic Bile Duct Embryonal Rhabdomyosarcoma	Embryonal Extrahepatic Bile Duct Rhabdomyosarcoma | Embryonal Rhabdomyosarcoma of Extrahepatic Bile Duct | Embryonal Rhabdomyosarcoma of the Extrahepatic Bile Duct	C1333505
NCIT:C5848	Extrahepatic Bile Duct Leiomyosarcoma	Bile Duct Leiomyosarcoma | Leiomyosarcoma of Bile Duct | Leiomyosarcoma of Extrahepatic Bile Duct | Leiomyosarcoma of the Bile Duct | Leiomyosarcoma of the Extrahepatic Bile Duct	C1333508
NCIT:C5849	Extrahepatic Bile Duct Papillary Adenoma	Papillary Adenoma of Extrahepatic Bile Duct | Papillary Adenoma of the Extrahepatic Bile Duct	C1333510
NCIT:C5850	Extrahepatic Bile Duct Tubular Adenoma	Tubular Adenoma of Extrahepatic Bile Duct | Tubular Adenoma of the Extrahepatic Bile Duct	C1333512
NCIT:C5851	Extrahepatic Bile Duct Mucinous Cystic Neoplasm	Cystadenoma of Extrahepatic Bile Duct | Cystadenoma of the Extrahepatic Bile Duct | Extrahepatic Bile Duct Cystadenoma | Extrahepatic Bile Duct MCN	C1333504
NCIT:C5852	Benign Extrahepatic Bile Duct Granular Cell Tumor	Benign Extrahepatic Bile Duct Granular Cell Myoblastoma | Benign Granular Cell Myoblastoma of Extrahepatic Bile Duct | Benign Granular Cell Myoblastoma of the Extrahepatic Bile Duct | Benign Granular Cell Tumor of Extrahepatic Bile Ducts | Extrahepatic Bile Duct Benign Granular Cell Tumor	C1332507
NCIT:C5853	Extrahepatic Bile Duct Fibroma	Fibroma of Extrahepatic Bile Duct | Fibroma of the Extrahepatic Bile Duct	C1333506
NCIT:C5854	Extrahepatic Bile Duct Lipoma	Lipoma of Extrahepatic Bile Duct | Lipoma of the Extrahepatic Bile Duct	C1333509
NCIT:C5855	Extrahepatic Bile Duct Leiomyoma	Leiomyoma of Extrahepatic Bile Duct | Leiomyoma of the Extrahepatic Bile Duct	C1333507
NCIT:C5856	Benign Extrahepatic Bile Duct Soft Tissue Neoplasm	Benign Extrahepatic Bile Duct Soft Tissue Tumor | Benign Soft Tissue Neoplasm of Extrahepatic Bile Duct | Benign Soft Tissue Neoplasm of the Extrahepatic Bile Duct | Benign Soft Tissue Tumor of Extrahepatic Bile Duct | Benign Soft Tissue Tumor of the Extrahepatic Bile Duct	C1332497
NCIT:C5857	Extrahepatic Bile Duct Adenoma	Adenoma of Extrahepatic Bile Duct | Adenoma of the Extrahepatic Bile Duct	C1331534
NCIT:C5858	Liver Inflammatory Myofibroblastic Tumor	Hepatic Inflammatory Myofibroblastic Tumor | Inflammatory Pseudotumor of Liver | Inflammatory Pseudotumor of the Liver | Liver Inflammatory Pseudotumor	C1333967
NCIT:C5860	Extrahepatic Bile Duct Rhabdomyosarcoma	Rhabdomyosarcoma of Extrahepatic Bile Duct | Rhabdomyosarcoma of the Extrahepatic Bile Duct	C2064434
NCIT:C5861	Extrahepatic Bile Duct Neuroendocrine Tumor G1	Extrahepatic Bile Duct NET G1	C1333503
NCIT:C5862	Extrahepatic Bile Duct Mucoepidermoid Carcinoma	Bile Duct Mucoepidermoid Carcinoma | Mucoepidermoid Carcinoma of Bile Duct | Mucoepidermoid Carcinoma of the Bile Duct	C1332552
NCIT:C5863	Stage IVA Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7	Stage IVA Adenoid Cystic Carcinoma of Mouth | Stage IVA Adenoid Cystic Carcinoma of Oral Cavity | Stage IVA Adenoid Cystic Carcinoma of the Mouth | Stage IVA Adenoid Cystic Carcinoma of the Oral Cavity | Stage IVA Mouth Adenoid Cystic Carcinoma | Stage IVA Oral Cavity Adenoid Cystic Cancer | Stage IVA Oral Cavity Adenoid Cystic Carcinoma | Stage IVA Oral Cavity Adenoid Cystic Carcinoma AJCC v6 | Stage IVA Oral Cavity Adenoid Cystic Carcinoma AJCC v7	C1336350
NCIT:C5864	Stage IVB Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7	Stage IVB Adenoid Cystic Carcinoma of Mouth | Stage IVB Adenoid Cystic Carcinoma of Oral Cavity | Stage IVB Adenoid Cystic Carcinoma of the Mouth | Stage IVB Adenoid Cystic Carcinoma of the Oral Cavity | Stage IVB Mouth Adenoid Cystic Carcinoma | Stage IVB Oral Cavity Adenoid Cystic Cancer | Stage IVB Oral Cavity Adenoid Cystic Carcinoma | Stage IVB Oral Cavity Adenoid Cystic Carcinoma AJCC v6 | Stage IVB Oral Cavity Adenoid Cystic Carcinoma AJCC v7	C1336381
NCIT:C5865	Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7	Stage IVC Adenoid Cystic Carcinoma of Mouth | Stage IVC Adenoid Cystic Carcinoma of Oral Cavity | Stage IVC Adenoid Cystic Carcinoma of the Mouth | Stage IVC Adenoid Cystic Carcinoma of the Oral Cavity | Stage IVC Mouth Adenoid Cystic Carcinoma | Stage IVC Oral Cavity Adenoid Cystic Cancer | Stage IVC Oral Cavity Adenoid Cystic Carcinoma | Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 | Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v7	C1336401
NCIT:C5866	Stage IVC Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7	Stage IVC Mouth Mucoepidermoid Carcinoma | Stage IVC Mucoepidermoid Carcinoma of Mouth | Stage IVC Mucoepidermoid Carcinoma of Oral Cavity | Stage IVC Mucoepidermoid Carcinoma of the Mouth | Stage IVC Mucoepidermoid Carcinoma of the Oral Cavity | Stage IVC Oral Cavity Mucoepidermoid Cancer | Stage IVC Oral Cavity Mucoepidermoid Carcinoma | Stage IVC Oral Cavity Mucoepidermoid Carcinoma AJCC v6 | Stage IVC Oral Cavity Mucoepidermoid Carcinoma AJCC v7	C1336403
NCIT:C5867	Stage IVB Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7	Stage IVB Mouth Mucoepidermoid Carcinoma | Stage IVB Mucoepidermoid Carcinoma of Mouth | Stage IVB Mucoepidermoid Carcinoma of Oral Cavity | Stage IVB Mucoepidermoid Carcinoma of the Mouth | Stage IVB Mucoepidermoid Carcinoma of the Oral Cavity | Stage IVB Oral Cavity Mucoepidermoid Cancer | Stage IVB Oral Cavity Mucoepidermoid Carcinoma | Stage IVB Oral Cavity Mucoepidermoid Carcinoma AJCC v6 | Stage IVB Oral Cavity Mucoepidermoid Carcinoma AJCC v7	C1336383
NCIT:C5868	Stage IVA Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7	Stage IVA Mouth Mucoepidermoid Carcinoma | Stage IVA Mucoepidermoid Carcinoma of Mouth | Stage IVA Mucoepidermoid Carcinoma of Oral Cavity | Stage IVA Mucoepidermoid Carcinoma of the Mouth | Stage IVA Mucoepidermoid Carcinoma of the Oral Cavity | Stage IVA Oral Cavity Mucoepidermoid Cancer | Stage IVA Oral Cavity Mucoepidermoid Carcinoma | Stage IVA Oral Cavity Mucoepidermoid Carcinoma AJCC v6 | Stage IVA Oral Cavity Mucoepidermoid Carcinoma AJCC v7	C1336352
NCIT:C5872	Stage IVC Lip Basal Cell Carcinoma	Stage IVC Basal Cell Carcinoma of Lip | Stage IVC Basal Cell Carcinoma of the Lip | Stage IVC Lip Basal Cell Cancer	C1336391
NCIT:C5873	Stage IVB Lip Basal Cell Carcinoma	Stage IVB Basal Cell Carcinoma of Lip | Stage IVB Basal Cell Carcinoma of the Lip | Stage IVB Lip Basal Cell Cancer	C1336361
NCIT:C5874	Stage IVA Lip Basal Cell Carcinoma	Stage IVA Basal Cell Carcinoma of Lip | Stage IVA Basal Cell Carcinoma of the Lip | Stage IVA Lip Basal Cell Cancer	C1336331
NCIT:C5876	Stage I Lip Cancer AJCC v6 and v7	Stage I Cancer of Lip | Stage I Cancer of the Lip | Stage I Carcinoma of Lip | Stage I Carcinoma of the Lip | Stage I Lip Cancer | Stage I Lip Cancer AJCC v6 | Stage I Lip Cancer AJCC v7 | Stage I Lip Carcinoma	C1336461
NCIT:C5877	Stage II Lip Cancer AJCC v6 and v7	Stage II Cancer of Lip | Stage II Cancer of the Lip | Stage II Carcinoma of Lip | Stage II Carcinoma of the Lip | Stage II Lip Cancer | Stage II Lip Cancer AJCC v6 | Stage II Lip Cancer AJCC v7 | Stage II Lip Carcinoma	C1336295
NCIT:C5878	Stage III Lip Cancer AJCC v6 and v7	Stage III Cancer of Lip | Stage III Cancer of the Lip | Stage III Carcinoma of Lip | Stage III Carcinoma of the Lip | Stage III Lip Cancer | Stage III Lip Cancer AJCC v6 | Stage III Lip Cancer AJCC v7 | Stage III Lip Carcinoma	C1336253
NCIT:C5879	Stage IV Lip Cancer AJCC v6 and v7	Stage IV Cancer of Lip | Stage IV Cancer of the Lip | Stage IV Carcinoma of Lip | Stage IV Carcinoma of the Lip | Stage IV Lip Cancer | Stage IV Lip Cancer AJCC v6 | Stage IV Lip Cancer AJCC v7 | Stage IV Lip Carcinoma	C1336422
NCIT:C5880	Stage IVA Lip Cancer AJCC v6 and v7	Stage IVA Carcinoma of Lip | Stage IVA Carcinoma of the Lip | Stage IVA Lip Cancer | Stage IVA Lip Cancer AJCC v6 | Stage IVA Lip Cancer AJCC v7 | Stage IVA Lip Carcinoma	C1336345
NCIT:C5881	Stage IVB Lip Cancer AJCC v6 and v7	Stage IVB Carcinoma of Lip | Stage IVB Carcinoma of the Lip | Stage IVB Lip Cancer | Stage IVB Lip Cancer AJCC v6 | Stage IVB Lip Cancer AJCC v7 | Stage IVB Lip Carcinoma	C2217081
NCIT:C5882	Stage IVC Lip Cancer AJCC v6 and v7	Stage IVC Carcinoma of Lip | Stage IVC Carcinoma of the Lip | Stage IVC Lip Cancer | Stage IVC Lip Cancer AJCC v6 | Stage IVC Lip Cancer AJCC v7 | Stage IVC Lip Carcinoma	C1336397
NCIT:C5883	Stage I Oral Cavity Cancer AJCC v6 and v7	Stage I Carcinoma of Mouth | Stage I Carcinoma of Oral Cavity | Stage I Carcinoma of the Mouth | Stage I Carcinoma of the Oral Cavity | Stage I Mouth Carcinoma | Stage I Oral Cavity Cancer | Stage I Oral Cavity Cancer AJCC v6 | Stage I Oral Cavity Cancer AJCC v7 | Stage I Oral Cavity Carcinoma	C1336470
NCIT:C5884	Stage II Oral Cavity Cancer AJCC v6 and v7	Stage II Carcinoma of Mouth | Stage II Carcinoma of Oral Cavity | Stage II Carcinoma of the Mouth | Stage II Carcinoma of the Oral Cavity | Stage II Mouth Carcinoma | Stage II Oral Cavity Cancer | Stage II Oral Cavity Cancer AJCC v6 | Stage II Oral Cavity Cancer AJCC v7 | Stage II Oral Cavity Carcinoma	C1336306
NCIT:C5885	Stage III Oral Cavity Cancer AJCC v6 and v7	Stage III Carcinoma of Mouth | Stage III Carcinoma of Oral Cavity | Stage III Carcinoma of the Mouth | Stage III Carcinoma of the Oral Cavity | Stage III Mouth Carcinoma | Stage III Oral Cavity Cancer | Stage III Oral Cavity Cancer AJCC v6 | Stage III Oral Cavity Cancer AJCC v7 | Stage III Oral Cavity Carcinoma	C1336259
NCIT:C5886	Stage IV Oral Cavity Cancer AJCC v6 and v7	Stage IV Carcinoma of Mouth | Stage IV Carcinoma of Oral Cavity | Stage IV Carcinoma of the Mouth | Stage IV Carcinoma of the Oral Cavity | Stage IV Mouth Carcinoma | Stage IV Oral Cavity Cancer | Stage IV Oral Cavity Cancer AJCC v6 | Stage IV Oral Cavity Cancer AJCC v7 | Stage IV Oral Cavity Carcinoma	C1336429
NCIT:C5887	Stage IVA Oral Cavity Cancer AJCC v6 and v7	Stage IVA Carcinoma of Mouth | Stage IVA Carcinoma of Oral Cavity | Stage IVA Carcinoma of the Mouth | Stage IVA Carcinoma of the Oral Cavity | Stage IVA Mouth Carcinoma | Stage IVA Oral Cavity Cancer | Stage IVA Oral Cavity Cancer AJCC v6 | Stage IVA Oral Cavity Cancer AJCC v7 | Stage IVA Oral Cavity Carcinoma	C1336351
NCIT:C5888	Stage IVB Oral Cavity Cancer AJCC v6 and v7	Stage IVB Carcinoma of Mouth | Stage IVB Carcinoma of Oral Cavity | Stage IVB Carcinoma of the Mouth | Stage IVB Carcinoma of the Oral Cavity | Stage IVB Mouth Carcinoma | Stage IVB Oral Cavity Cancer | Stage IVB Oral Cavity Cancer AJCC v6 | Stage IVB Oral Cavity Cancer AJCC v7 | Stage IVB Oral Cavity Carcinoma	C1336382
NCIT:C5889	Stage IVC Oral Cavity Cancer AJCC v6 and v7	Stage IVC Carcinoma of Mouth | Stage IVC Carcinoma of Oral Cavity | Stage IVC Carcinoma of the Mouth | Stage IVC Carcinoma of the Oral Cavity | Stage IVC Mouth Carcinoma | Stage IVC Oral Cavity Cancer | Stage IVC Oral Cavity Cancer AJCC v6 | Stage IVC Oral Cavity Cancer AJCC v7 | Stage IVC Oral Cavity Carcinoma	C1336402
NCIT:C5893	Stage 0 Lip Basal Cell Carcinoma	Basal Cell Carcinoma in situ of Lip | Basal Cell Carcinoma in situ of the Lip | Lip Basal Cell Carcinoma in situ | Stage 0 Basal Cell Carcinoma of Lip | Stage 0 Basal Cell Carcinoma of the Lip | Stage 0 Lip Basal Cell Cancer	C1336092
NCIT:C5895	Stage I Major Salivary Gland Cancer AJCC v7	Stage I Carcinoma of Major Salivary Gland | Stage I Carcinoma of the Major Salivary Gland | Stage I Major Salivary Gland Cancer | Stage I Major Salivary Gland Carcinoma | Stage I Major Salivary Gland Carcinoma AJCC v7 | Stage I Salivary Gland Cancer | Stage I Salivary Gland Carcinoma	C0278989
NCIT:C5896	Stage II Major Salivary Gland Cancer AJCC v7	Stage II Carcinoma of Major Salivary Gland | Stage II Carcinoma of the Major Salivary Gland | Stage II Major Salivary Gland Cancer | Stage II Major Salivary Gland Carcinoma | Stage II Major Salivary Gland Carcinoma AJCC v7 | Stage II Salivary Gland Cancer | Stage II Salivary Gland Carcinoma	C0278990
NCIT:C5897	Stage III Major Salivary Gland Cancer AJCC v7	Stage III Carcinoma of Major Salivary Gland | Stage III Carcinoma of the Major Salivary Gland | Stage III Major Salivary Gland Cancer | Stage III Major Salivary Gland Carcinoma | Stage III Major Salivary Gland Carcinoma AJCC v7 | Stage III Salivary Gland Cancer	C0278991
NCIT:C5898	Stage IV Major Salivary Gland Cancer AJCC v7	Stage IV Carcinoma of Major Salivary Gland | Stage IV Carcinoma of the Major Salivary Gland | Stage IV Major Salivary Gland Cancer | Stage IV Major Salivary Gland Carcinoma | Stage IV Major Salivary Gland Carcinoma AJCC v7 | Stage IV Salivary Gland Cancer	C0278992
NCIT:C5899	Stage IV Major Salivary Gland Carcinoma with Metastasis	Stage IV Carcinoma of Major Salivary Gland with Metastasis | Stage IV Carcinoma of the Major Salivary Gland with Metastasis | Stage IV Major Salivary Gland Cancer with Metastasis	C1336424
NCIT:C5900	Stage IV Major Salivary Gland Carcinoma without Metastasis	Stage IV Carcinoma of Major Salivary Gland without Metastasis | Stage IV Carcinoma of the Major Salivary Gland without Metastasis | Stage IV Major Salivary Gland Cancer without Metastasis	C1336425
NCIT:C5901	Major Salivary Gland Acinic Cell Carcinoma	Acinic Cell Adenocarcinoma of Major Salivary Gland | Acinic Cell Adenocarcinoma of the Major Salivary Gland | Acinic Cell Carcinoma of Major Salivary Gland | Acinic Cell Carcinoma of the Major Salivary Gland | Major Salivary Gland Acinic Cell Adenocarcinoma	C1334546
NCIT:C5902	Malignant Mixed Tumor of the Major Salivary Gland	Malignant Major Salivary Gland Mixed Neoplasm | Malignant Major Salivary Gland Mixed Tumor | Malignant Mixed Neoplasm of Major Salivary Gland | Malignant Mixed Neoplasm of the Major Salivary Gland | Malignant Mixed Tumor of Major Salivary Gland	C1334604
NCIT:C5903	Major Salivary Gland Adenocarcinoma	Adenocarcinoma of Major Salivary Gland | Adenocarcinoma of the Major Salivary Gland	C1334547
NCIT:C5904	Salivary Duct Carcinoma	Carcinoma of Salivary Duct | Carcinoma of the Salivary Duct | High Grade Salivary Duct Carcinoma | SDC	C1301194
NCIT:C5905	Major Salivary Gland Adenoid Cystic Carcinoma	Adenoid Cystic Carcinoma of Major Salivary Gland | Adenoid Cystic Carcinoma of the Major Salivary Gland | Major Salivary Gland Adenoid Cystic Cancer	C1334548
NCIT:C5906	Major Salivary Gland Mucoepidermoid Carcinoma	Major Salivary Gland Mucoepidermoid Cancer | Mucoepidermoid Carcinoma of Major Salivary Gland | Mucoepidermoid Carcinoma of the Major Salivary Gland	C1334551
NCIT:C5907	Major Salivary Gland Carcinoma	Carcinoma of Major Salivary Gland | Carcinoma of the Major Salivary Gland | Major Salivary Gland Cancer	C1334549
NCIT:C5908	Salivary Gland Mucoepidermoid Carcinoma	Mucoepidermoid Carcinoma of Salivary Gland | Mucoepidermoid Carcinoma of the Salivary Gland	C1335903
NCIT:C5909	Oral Cavity Leiomyoma	Leiomyoma of Mouth | Leiomyoma of Oral Cavity | Leiomyoma of the Mouth | Leiomyoma of the Oral Cavity | Mouth Leiomyoma	C1335119
NCIT:C5910	Oral Cavity Lipoma	Lipoma of Mouth | Lipoma of Oral Cavity | Lipoma of the Mouth | Lipoma of the Oral Cavity | Mouth Lipoma	C1335120
NCIT:C5912	Oral Cavity Granular Cell Tumor	Granular Cell Neoplasm of Mouth | Granular Cell Neoplasm of Oral Cavity | Granular Cell Neoplasm of the Mouth | Granular Cell Neoplasm of the Oral Cavity | Granular Cell Tumor of Mouth | Granular Cell Tumor of Oral Cavity | Granular Cell Tumor of the Mouth | Granular Cell Tumor of the Oral Cavity | Mouth Granular Cell Neoplasm | Mouth Granular Cell Tumor | Oral Cavity Granular Cell Neoplasm	C1335118
NCIT:C5913	Floor of the Mouth Lipoma		C1335116
NCIT:C5914	Oral Cavity Adenocarcinoma	Adenocarcinoma of Mouth | Adenocarcinoma of Oral Cavity | Adenocarcinoma of the Mouth | Adenocarcinoma of the Oral Cavity | Mouth Adenocarcinoma	C1335115
NCIT:C5915	Oral Cavity Mucosal Melanoma	Mouth Mucosal Melanoma | Mucosal Melanoma of Mouth | Mucosal Melanoma of Oral Cavity | Mucosal Melanoma of the Mouth | Mucosal Melanoma of the Oral Cavity	C1335122
NCIT:C5916	Oral Cavity Sarcoma	Mouth Sarcoma | Sarcoma of Mouth | Sarcoma of Oral Cavity | Sarcoma of the Mouth | Sarcoma of the Oral Cavity	C1335124
NCIT:C5917	Upper Gingival Verrucous Carcinoma	Upper Gum Verrucous Carcinoma | Verrucous Carcinoma of the Upper Gingiva | Verrucous Carcinoma of the Upper Gum | Verrucous Carcinoma of Upper Gingiva | Verrucous Carcinoma of Upper Gum	C1336872
NCIT:C5918	Tonsillar Lymphoma	Lymphoma of the Tonsil | Lymphoma of Tonsil | Primary Tonsillar Lymphoma | Tonsil Lymphoma	C1336765
NCIT:C5919	Astler-Coller B3 Colon Carcinoma	Astler-Coller B3 Carcinoma of Colon | Astler-Coller B3 Carcinoma of the Colon | Astler-Coller B3 Colonic Carcinoma	C1516065
NCIT:C5920	Astler-Coller B3 Rectal Carcinoma	Astler-Coller B3 Carcinoma of Rectum | Astler-Coller B3 Carcinoma of the Rectum	C1516067
NCIT:C5921	Astler-Coller C3 Rectal Carcinoma	Astler-Coller C3 Carcinoma of Rectum | Astler-Coller C3 Carcinoma of the Rectum	C1516075
NCIT:C5922	Astler-Coller C1 Rectal Carcinoma	Astler-Coller C1 Carcinoma of Rectum | Astler-Coller C1 Carcinoma of the Rectum	C1516070
NCIT:C5923	Astler-Coller C2 Rectal Carcinoma	Astler-Coller C2 Carcinoma of Rectum | Astler-Coller C2 Carcinoma of the Rectum	C1516073
NCIT:C5924	Astler-Coller A Rectal Carcinoma	Astler-Coller A Carcinoma of Rectum | Astler-Coller A Carcinoma of the Rectum	C1516058
NCIT:C5925	Stage IIIA Anal Canal Cancer AJCC v6 and v7	Stage IIIA Anal Canal Cancer | Stage IIIA Anal Canal Cancer AJCC v6 | Stage IIIA Anal Canal Cancer AJCC v7 | Stage IIIA Anal Canal Carcinoma AJCC v6 and v7 | stage IIIA anal cancer | Stage IIIA Anal Carcinoma AJCC v6 and v7	C0278563
NCIT:C5926	Stage IIIB Anal Canal Cancer AJCC v6 and v7	Stage IIIB Anal Canal Cancer | Stage IIIB Anal Canal Cancer AJCC v6 | Stage IIIB Anal Canal Cancer AJCC v7 | Stage IIIB Anal Canal Carcinoma AJCC v6 and v7 | stage IIIB anal cancer | Stage IIIB Anal Carcinoma AJCC v6 and v7	C0278564
NCIT:C5927	Astler-Coller A Colorectal Carcinoma		C1516057
NCIT:C5928	Astler-Coller B3 Colorectal Carcinoma		C1516066
NCIT:C5929	Astler-Coller C3 Colorectal Carcinoma		C1516074
NCIT:C5930	Astler-Coller C2 Colorectal Carcinoma		C1516072
NCIT:C5931	Astler-Coller C1 Colorectal Carcinoma		C1516069
