id	label	synonyms	snomed	doid	nci	icd10	orphanet	umls	mesh
MONDO:0012661	susceptibility to visceral leishmaniasis, 3							C1969648	
MONDO:0012662	Usher syndrome type 2D	Usher syndrome caused by mutation in WHRN | WHRN Usher syndrome		0110840				C1568249	
MONDO:0012664	spastic ataxia 3	autosomal recessive spastic ataxia caused by mutation in MARS2 | autosomal recessive spastic ataxia type 3 | MARS2 autosomal recessive spastic ataxia | spastic ataxia type 3		0050942			314603	C1969645	C566956
MONDO:0012665	cataract 33	BFSP1 early-onset non-syndromic cataract | cataract type 33 | early-onset non-syndromic cataract caused by mutation in BFSP1		0110264			217046;217052	C3808107	C566955
MONDO:0012666	asthma-related traits, susceptibility to, 6	asthma-related traits, susceptibility to, type 6						C1969640	
MONDO:0012667	dilated cardiomyopathy 1W	cardiomyopathy, dilated, type 1W | dilated cardiomyopathy type 1W | familial isolated dilated cardiomyopathy caused by mutation in VCL | VCL familial isolated dilated cardiomyopathy		0110446				C1969639	C566954
MONDO:0012668	Tented eyebrows							C1969624	
MONDO:0012669	Legius syndrome	neurofibromatosis 1-like syndrome | NF1-like syndrome	703541007	0070484	C176941		137605	C1969623	C548032
MONDO:0012670	autosomal recessive nonsyndromic hearing loss 63			0110515				C1969621	C566951
MONDO:0012671	tremor, hereditary essential, 3	essential tremor, hereditary, 3		0111430				C1969617	C566949
MONDO:0012672	cholelithiasis		266474003	10211	C122822	K80		C0008350	D002769
MONDO:0012673	colorectal cancer, susceptibility to, 2							C1969113	
MONDO:0012674	age related macular degeneration 10	age related macular degeneration type 10 | macular Degeneration, age-related, type 10 | TLR4 age-related macular degeneration		0110022				C1969108	C566935
MONDO:0012675	corticosteroid-binding globulin deficiency	CBG deficiency | Transcortin deficiency		0090030			199247	C1852529	
MONDO:0012676	autosomal recessive osteopetrosis 4	autosomal recessive malignant osteopetrosis caused by mutation in CLCN7 | autosomal recessive osteopetrosis caused by mutation in CLCN7 | autosomal recessive osteopetrosis type 4 | CLCN7 autosomal recessive malignant osteopetrosis | CLCN7 autosomal recessive osteopetrosis | CLCN7-related osteopetrosis | osteopetrosis, autosomal recessive type 4		0110944				C1969106	C566933
MONDO:0012677	atrial fibrillation, familial, 4	atrial fibrillation, familial, type 4 | familial atrial fibrillation caused by mutation in KCNE2 | KCNE2 familial atrial fibrillation						C1862394	C566244
MONDO:0012678	atrial fibrillation, familial, 5							C1969099	C566932
MONDO:0012679	autosomal recessive osteopetrosis 6	autosomal recessive intermediate osteopetrosis | autosomal recessive osteopetrosis type 6 | osteopetrosis (disease) caused by mutation in PLEKHM1 | osteopetrosis, autosomal recessive type 6 | PLEKHM1 osteopetrosis (disease)		0110945			210110	C1969093	C566931
MONDO:0012680	nephronophthisis 7	GLIS2 nephronophthisis (disease) | nephronophthisis (disease) caused by mutation in GLIS2 | nephronophthisis type 7		0111116				C1969092	C566930
MONDO:0012681	febrile seizures, familial, 7			0111311				C1969087	C566929
MONDO:0012682	immunodeficiency 35	autosomal recessive hyper-IgE syndrome due to TYK2 deficiency | autosomal recessive mendelian susceptibility to mycobacterial diseases due to a partial deficiency caused by mutation in TYK2 | HIES with atypical Mycobacteriosis, autosomal recessive | hyper-IgE syndrome with atypical Mycobacteriosis, autosomal recessive | immunodeficiency type 35 | susceptibility to infection due to TYK2 deficiency | TYK2 autosomal recessive mendelian susceptibility to mycobacterial diseases due to a partial deficiency | TYK2 deficiency | tyrosine kinase 2 deficiency		0111989			331226	C1969086	C566928
MONDO:0012683	pontocerebellar hypoplasia type 6	fatal infantile encephalopathy with mitochondrial respiratory chain defects | non-syndromic pontocerebellar hypoplasia caused by mutation in RARS2 | RARS2 non-syndromic pontocerebellar hypoplasia	718606005	0060275			166073	C1969084	C548074
MONDO:0012684	arrhythmogenic right ventricular dysplasia 12	arrhythmogenic right ventricular cardiomyopathy 12 | arrhythmogenic right ventricular dysplasia type 12 | arrhythmogenic right ventricular dysplasia, familial, type 12 | familial isolated arrhythmogenic right ventricular dysplasia caused by mutation in JUP | JUP familial isolated arrhythmogenic right ventricular dysplasia		0110083				C1969081	C566925
MONDO:0012685	major affective disorder 5							C1970944	C567074
MONDO:0012686	major affective disorder 6							C1970945	C567075
MONDO:0012687	familial cavitary optic disk anomaly	familial CODA					464760	C1969063	C566924
MONDO:0012688	cataract 17 multiple types	CRYBB1 early-onset non-syndromic cataract | early-onset non-syndromic cataract caused by mutation in CRYBB1		0110270				C3888124	C566923
MONDO:0012689	premature ovarian failure 5	NOBOX primary ovarian failure | premature ovarian failure type 5 | primary ovarian failure caused by mutation in NOBOX		0080862				C1969060	C566921
MONDO:0012690	Noonan syndrome 5	Noonan syndrome caused by mutation in RAF1 | Noonan syndrome type 5 | RAF1 Noonan syndrome		0060583	C176933			C1969057	C548083
MONDO:0012691	LEOPARD syndrome 2	Leopard syndrome type 2		0080549				C1969056	C537117
MONDO:0012692	renal tubular acidosis, distal, with nephrocalcinosis, short stature, intellectual disability, and distinctive facies							C1969055	C566918
MONDO:0012693	glycogen storage disease due to muscle and heart glycogen synthase deficiency	glycogen storage disease due to glycogen synthase deficiency of heart | glycogen storage disease type 0b | glycogenosis due to muscle and heart glycogen synthase deficiency | glycogenosis type 0b | GSD due to muscle and heart glycogen synthase deficiency | GSD type 0b | heart glycogen storage disease due to glycogen synthase deficiency	725027004				137625	C1969054	C566917
MONDO:0012694	Joubert syndrome 7	Joubert syndrome caused by mutation in RPGRIP1L | Joubert syndrome type 7 | RPGRIP1L Joubert syndrome		0111002	C159653			C1969053	C566916
MONDO:0012695	Meckel syndrome, type 5	Meckel syndrome caused by mutation in RPGRIP1L | RPGRIP1L Meckel syndrome		0070119				C1969052	C566915
MONDO:0012696	otosclerosis 4			0060923				C1969046	C566914
MONDO:0012697	otosclerosis 7			0060925				C1969044	C566913
MONDO:0012698	Waardenburg syndrome type 2E	SOX10 Waardenburg syndrome type 2 | Waardenburg syndrome type 2 caused by mutation in SOX10		0110956				C2700405	
MONDO:0012699	autosomal recessive limb-girdle muscular dystrophy type 2M	autosomal recessive limb-girdle muscular dystrophy caused by mutation in FKTN | FKTN autosomal recessive limb-girdle muscular dystrophy | LGMD-FKTN related		0110296			206554	C1969040	C566912
MONDO:0012700	renal tubular acidosis, distal, 4, with hemolytic anemia	distal renal tubular acidosis 4 with hemolytic anaemia | distal renal tubular acidosis 4 with hemolytic anemia | distal renal tubular acidosis with anaemia | distal renal tubular acidosis with anemia | dRTA with anaemia | dRTA with anemia					93610	C5436235	
MONDO:0012701	cataract 12 multiple types			0110239				C3808115	C566909
MONDO:0012702	celiac disease, susceptibility to, 6							C1969030	
MONDO:0012703	lissencephaly due to TUBA1A mutation	lissencephaly 3			C148461		171680	C4305153	C566908
MONDO:0012704	dilated cardiomyopathy 1X	cardiomyopathy, dilated, type 1X | dilated cardiomyopathy type 1X | familial isolated dilated cardiomyopathy caused by mutation in FKTN | FKTN familial isolated dilated cardiomyopathy		0110444				C1969024	C566907
MONDO:0012705	familial temporal lobe epilepsy 3	epilepsy, familial temporal lobe, 3 | familial temporal lobe epilepsy type 3		0060750				C1968848	C566903
MONDO:0012706	familial temporal lobe epilepsy 4	familial temporal lobe epilepsy type 4		0060753				C1968847	C566902
MONDO:0012707	familial febrile seizures 9			0111303				C1968846	C566901
MONDO:0012708	primary lateral sclerosis, adult, 1							C1968845	C566900
MONDO:0012709	microphthalmia, isolated, with coloboma 5	microphthalmia with coloboma 5 | microphthalmia, isolated, with coloboma caused by mutation in SHH | microphthalmia, isolated, with coloboma type 5 | SHH microphthalmia, isolated, with coloboma						C1968843	C566899
MONDO:0012710	Hirschsprung disease, susceptibility to, 9							C1968840	
MONDO:0012711	peripapillary atrophy, beta type							C1968838	C566898
MONDO:0012712	dystonia with cerebellar atrophy							C2673697	C567131
MONDO:0012713	spondylometaphyseal dysplasia, East African type			0112302				C2673686	C535796
MONDO:0012714	early-onset myopathy with fatal cardiomyopathy	Salih myopathy	702343002	0081341			289377	C2673677	C567129
MONDO:0012715	migraine with or without aura, susceptibility to, 12	migraine, with or without aura, susceptibility to, 12						C2673676	
MONDO:0012716	spondyloepiphyseal dysplasia, Cantu type	spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome | tattoo dysplasia	718765003	0112287			163654	C2673649	C567128
MONDO:0012717	renal hypomagnesemia 4	EGF familial primary hypomagnesemia | EGF primary hypomagnesemia | familial primary hypomagnesemia caused by mutation in EGF | primary hypomagnesemia caused by mutation in EGF | renal hypomagnesemia type 4		0060882				C2673648	C567127
MONDO:0012718	hypotonia with lactic acidemia and hyperammonemia	combined oxidative phosphorylation defect type 5 | combined oxidative phosphorylation deficiency caused by mutation in MRPS22 | combined oxidative phosphorylation deficiency type 5 | MRPS22 combined oxidative phosphorylation deficiency	724279004	0111473			137908	C2673642	C567126
MONDO:0012719	combined PSAP deficiency	combined prosaposin deficiency | encephalopathy due to prosaposin deficiency	720864008	0111330			139406	C2673635	C567125
MONDO:0012720	Krabbe disease due to saposin A deficiency	Krabbe disease, atypical | Krabbe disease, atypical due to saposin A deficiency | Krabbe disease, atypical, due to saposin A deficiency						C2673266	C567097
MONDO:0012721	progressive myoclonic epilepsy type 3	CLN14 disease | epilepsy, progressive myoclonic 3, with or without intracellular inclusions | KCTD7 progressive myoclonic epilepsy | neuronal ceroid lipofuscinosis type 14 | PME type 3 | progressive myoclonic epilepsy caused by mutation in KCTD7 | progressive myoclonic epilepsy due to KCTD7 deficiency | progressive myoclonus epilepsy type 3	783064000	0111446			263516;699708	C2673257	C567095
MONDO:0012722	Dauwerse-Peters syndrome							C2673203	C567093
MONDO:0012723	Leber congenital amaurosis 10	CEP290 Leber congenital amaurosis | Leber congenital amaurosis caused by mutation in CEP290 | Leber congenital amaurosis type 10		0110291				C1857821	C565720
MONDO:0012724	familial cold autoinflammatory syndrome 2	familial cold autoinflammatory syndrome caused by mutation in NLRP12 | familial cold autoinflammatory syndrome type 2 | NALP12-associated hereditary periodic fever syndrome | NLRP12 familial cold autoinflammatory syndrome | NLRP12-associated hereditary periodic fever syndrome		0090063	C119043		247868	C2673198	C567090
MONDO:0012725	lipoprotein glomerulopathy		446923008				329481	C2673196	C567089
MONDO:0012726	autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome	angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | HANAC syndrome | hereditary angiopathy-nephropathy-aneurysms-muscle cramps syndrome	702428000				73229	C2673195	C567088
MONDO:0012727	Kawasaki disease	acute febrile mucocutaneous lymph node syndrome | acute febrile mucocutaneous lymph node syndrome [MCLS] | infantile polyarteritis nodosa | Kawasaki syndrome | mucocutaneous lymph node syndrome	75053002	13378	C34825	M30.3	2331	C0026691	D009080
MONDO:0012728	Brugada syndrome 2	Brugada syndrome caused by mutation in GPD1L | Brugada syndrome type 2 | GPD1L Brugada syndrome		0110219				C2673193	C567087
MONDO:0012729	erythrocytosis, familial, 4	EPAS1 familial polycythemia | erythrocytosis, familial, type 4 | familial polycythemia caused by mutation in EPAS1		0080339				C2673187	C567086
MONDO:0012730	aortic aneurysm, familial thoracic 6	ACTA2 familial thoracic aortic aneurysm and aortic dissection | aortic aneurysm, familial thoracic type 6 | familial thoracic aortic aneurysm and aortic dissection caused by mutation in ACTA2						C2673186	C567085
MONDO:0012731	elliptocytosis 1	elliptocytosis type 1 | elliptocytosis-1 | EPB41 hereditary elliptocytosis | hereditary elliptocytosis caused by mutation in EPB41						C2678497	C567520
MONDO:0012732	tremor, hereditary essential, and idiopathic normal pressure hydrocephalus							C2678494	C567519
MONDO:0012733	autosomal recessive bestrophinopathy	retinopathy, Burgess-Black type	723828008	0050662			139455	C3888198	C567518
MONDO:0012734	SERKAL syndrome	46,XX Sex reversal with dysgenesis of kidneys Adrenals and lungs | Sex reversion-kidneys, adrenal and lung dysgenesis syndrome	723720008		C123726		139466	C2678492	C567517
MONDO:0012735	Temple-Baraitser syndrome	severe intellectual disability-aplasia/hypoplasia of thumb and hallux syndrome					420561	C2678486	C567516
MONDO:0012736	long QT syndrome 9	CAV3 long QT syndrome | long QT syndrome caused by mutation in CAV3 | long QT syndrome type 9		0110650				C2678485	C567515
MONDO:0012737	long QT syndrome 10	long QT syndrome caused by mutation in SCN4B | long QT syndrome type 10 | SCN4B long QT syndrome		0110651				C2678484	C567514
MONDO:0012738	long QT syndrome 11	AKAP9 long QT syndrome | long QT syndrome caused by mutation in AKAP9 | long QT syndrome type 11		0110652				C2678483	C567513
MONDO:0012739	microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome	Balikova-Vermeesch syndrome					139450	C2678482	C567512
MONDO:0012740	chromosome 22q11.2 deletion syndrome, distal	distal 22q11.2 microdeletion syndrome | distal del(22)(q11.2) | distal monosomy 22q11.2	734029004	0060413			261330	C2678480	C567511
MONDO:0012741	prostate cancer, hereditary, 12	EHBP1 familial prostate cancer | familial prostate cancer caused by mutation in EHBP1 | prostate cancer, hereditary, type 12						C2678479	C567510
MONDO:0012742	Brugada syndrome 3	Brugada syndrome caused by mutation in CACNA1C | Brugada syndrome type 3 | CACNA1C Brugada syndrome		0110220				C2678478	C567509
MONDO:0012743	Brugada syndrome 4	Brugada syndrome caused by mutation in CACNB2 | Brugada syndrome type 4 | CACNB2 Brugada syndrome		0110221				C2678477	C567508
MONDO:0012744	dilated cardiomyopathy 1Y	cardiomyopathy, dilated, type 1Y | dilated cardiomyopathy type 1Y | familial isolated dilated cardiomyopathy caused by mutation in TPM1 | TPM1 familial isolated dilated cardiomyopathy		0110457				C2678476	C567507
MONDO:0012745	dilated cardiomyopathy 1Z	cardiomyopathy, dilated, type 1Z | dilated cardiomyopathy type 1Z | familial isolated dilated cardiomyopathy caused by mutation in TNNC1 | TNNC1 familial isolated dilated cardiomyopathy		0110434				C2678475	C567506
MONDO:0012746	dilated cardiomyopathy 2A	cardiomyopathy, dilated, type 2A | dilated cardiomyopathy type 2A		0110460				C2678474	
MONDO:0012747	glycogen storage disease due to aldolase A deficiency	glycogen storage disease type 12 | glycogen storage disease type XII | glycogenosis due to aldolase A deficiency | glycogenosis type 12 | glycogenosis type XII | GSD due to aldolase A deficiency | GSD type 12 | GSD type XII	111578003				57	C0272066	C562718
MONDO:0012748	primary ciliary dyskinesia 7	ciliary dyskinesia, primary, type 7 | DNAH11 primary ciliary dyskinesia | primary ciliary dyskinesia caused by mutation in DNAH11 | primary ciliary dyskinesia type 7		0110605				C2678473	C567504
MONDO:0012749	mesomelic dysplasia, camera type							C2678472	C567503
MONDO:0012750	lethal arthrogryposis-anterior horn cell disease syndrome	congenital arthrogryposis with anterior horn cell disease | Vuopala disease	715565004				53696	C5193016	C567502
MONDO:0012751	aortic aneurysm, familial abdominal, 3	aneurysm, familial abdominal 3						C2678470	C567501
MONDO:0012752	aneurysm, intracranial berry, 6			0080969				C2678469	C567500
MONDO:0012753	amyotrophic lateral sclerosis type 9	amyotrophic lateral sclerosis 9 | amyotrophic lateral sclerosis caused by mutation in ANG | ANG amyotrophic lateral sclerosis		0060200				C2678468	C567499
MONDO:0012754	nanophthalmos 3							C2678467	C567498
MONDO:0012755	episodic ataxia type 7		718752007	0050995			209970	C2677843	C567459
MONDO:0012756	proximal 16p11.2 microdeletion syndrome	autism susceptibility 14A | chromosome 16p11.2 deletion syndrome, 593kb | proximal del(16)(p11.2) | proximal monosomy 16p11.2	699307007;718227006	0070515	C120408		261197	C3150154	C579850
MONDO:0012757	lung fibrosis-immunodeficiency-46,XX gonadal dysgenesis syndrome		721977007				137631	C3150156	
MONDO:0012758	prostate cancer, hereditary, 13	familial prostate cancer caused by mutation in MSMB | MSMB familial prostate cancer | prostate cancer, hereditary, type 13						C2677821	C567456
MONDO:0012759	camptodactyly syndrome, Guadalajara type 3						488434	C2677809	C567455
MONDO:0012760	epilepsy, idiopathic generalized, susceptibility to, 5			0111320				C2677808	
MONDO:0012761	chromosome 3q29 microduplication syndrome	3q29 microduplication syndrome | trisomy 3q29	717973004	0060459			251038	C2749873	C567626
MONDO:0012762	catecholaminergic polymorphic ventricular tachycardia 2	CASQ2 catecholaminergic polymorphic ventricular tachycardia | catecholaminergic polymorphic ventricular tachycardia caused by mutation in CASQ2 | catecholaminergic polymorphic ventricular tachycardia type 2 | ventricular tachycardia, catecholaminergic polymorphic, type 2		0060676	C148368			C2677794	
MONDO:0012763	epilepsy, childhood absence, susceptibility to, 6	epilepsy, childhood absence, susceptibility to, type 6 | susceptibility to childhood absence epilepsy 6						C2749872	
MONDO:0012764	RIDDLE syndrome	radiosensitivity-immunodeficiency-dysmorphic features-learning difficulties syndrome | RNF168 deficiency		0090113			420741	C2677792	C567453
MONDO:0012765	lymphatic malformation 2	lymphedema, hereditary, 1B		0070211				C4747568	C567452
MONDO:0012766	hereditary spastic paraplegia 37	autosomal dominant spastic paraplegia type 37 | hereditary spastic paraplegia type 37	763369007	0110788			171612	C2936880	C567931
MONDO:0012767	age related macular degeneration 11	age related macular degeneration type 11 | age-related macular degeneration caused by mutation in CST3 | CST3 age-related macular degeneration | macular Degeneration, age-related, type 11		0110023				C2677774	C567450
MONDO:0012768	prostate cancer, hereditary, 11							C2677773	C567449
MONDO:0012769	prostate cancer, hereditary, 14							C2677772	C567448
MONDO:0012770	prostate cancer, hereditary, 15							C2677771	C567447
MONDO:0012771	asthma-related traits, susceptibility to, 7	asthma-related traits, susceptibility to, type 7 | CHI3L1 inherited susceptibility to asthma | inherited susceptibility to asthma caused by mutation in CHI3L1						C2677770	
MONDO:0012772	Stevenson-Carey syndrome							C2677763	C567446
MONDO:0012773	Hunter-Macdonald syndrome							C2677745	C567445
MONDO:0012774	chromosome 15q13.3 microdeletion syndrome	15q13.3 microdeletion syndrome | Del(15)(q13.3) | monosomy 15q13.3	699254009	0060394			199318	C2677613	C567439
MONDO:0012775	thrombocytopenia 4	CYCS thrombocytopenia | thrombocytopenia caused by mutation in CYCS | thrombocytopenia type 4						C2677608	C567438
MONDO:0012776	celiac disease, susceptibility to, 7							C2677607	
MONDO:0012777	celiac disease, susceptibility to, 8							C2677606	
MONDO:0012778	celiac disease, susceptibility to, 9							C2677605	
MONDO:0012779	celiac disease, susceptibility to, 10							C2677604	
MONDO:0012780	celiac disease, susceptibility to, 11							C2677603	
MONDO:0012781	celiac disease, susceptibility to, 12							C2677602	
MONDO:0012782	celiac disease, susceptibility to, 13							C2677601	
MONDO:0012783	RFT1-congenital disorder of glycosylation	carbohydrate deficient glycoprotein syndrome type In | CDG syndrome type In | CDG-In | congenital disorder of glycosylation type 1n | congenital disorder of glycosylation type In | Man5GlcNAc2-PP-Dol flippase deficiency	733084000	0080566			244310	C2677590	C567437
MONDO:0012784	autosomal recessive ataxia due to ubiquinone deficiency	autosomal recessive ataxia due to coenzyme Q10 deficiency | autosomal recessive cerebellar ataxia type 2 | autosomal recessive spinocerebellar ataxia type 9 | coenzyme Q10 deficiency, primary, type 4	725394006	0070241			139485	C2677589	C567436
MONDO:0012785	pyloric stenosis, infantile hypertrophic, 3							C2677588	C567435
MONDO:0012786	juvenile cataract-microcornea-renal glucosuria syndrome	cataract 47, juvenile, with microcornea	722457005	0070353			247794	C4310806	C567434
MONDO:0012787	hereditary spastic paraplegia 39	autosomal recessive spastic paraplegia type 39 | hereditary spastic paraplegia caused by mutation in PNPLA6 | hereditary spastic paraplegia type 39 | NTE-related motor neuron disorder | PNPLA6 hereditary spastic paraplegia | spastic paraplegia due to neuropathy target esterase mutation | spastic paraplegia due to NTE mutation	719103009	0110790			139480	C2677586	C567433
MONDO:0012788	coronary heart disease, susceptibility to, 9							C2677580	
MONDO:0012789	dystonia 16	dystonia type 16 | dystonic disorder caused by mutation in PRKRA | DYT-PRKRA | early-onset dystonia parkinsonism | PRKRA dystonic disorder	722435003	0090048	C168729		210571	C2677567	C567430
MONDO:0012790	amyotrophic lateral sclerosis type 10	amyotrophic lateral sclerosis 10, with or without FTD | amyotrophic lateral sclerosis caused by mutation in TARDBP | frontotemporal lobar degeneration, TARDBP-related | TARDBP amyotrophic lateral sclerosis		0060201				C2677565	C567429
MONDO:0012791	mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria	booth-Haworth-Dilling syndrome | mitochondrial DNA depletion syndrome 5 | mitochondrial DNA depletion syndrome type 5 | mitochondrial encephalomyopathy-aminoacidopathy syndrome | mtDNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria		0080124			1933	C5980207	C567624
MONDO:0012792	mitochondrial DNA depletion syndrome 8a	mitochondrial DNA depletion syndrome caused by mutation in RRM2B | mitochondrial DNA depletion syndrome type 8a | mtDNA depletion syndrome, encephalomyopathic form with renal tubulopathy | RRM2B mitochondrial DNA depletion syndrome	765100000	0070331;0080127			255235	C2749861	
MONDO:0012793	hypouricemia, renal, 2	hypouricemia, renal, type 2 | uric acid concentration, serum, QTL 2						C2677549	C567426
MONDO:0012794	ANE syndrome	alopecia-progressive neurological defect-endocrinopathy syndrome		0112244			157954	C2677535	C567425
MONDO:0012795	hypophosphatemic rickets and hyperparathyroidism							C2677524	C567423
MONDO:0012796	retinitis pigmentosa 41	PROM1 retinitis pigmentosa | retinitis pigmentosa caused by mutation in PROM1 | retinitis pigmentosa type 41		0110376				C2677516	C567422
MONDO:0012797	otosclerosis 8			0060926				C2677515	C567421
MONDO:0012798	deafness, unilateral, with delayed endolymphatic hydrops							C2677512	C567420
MONDO:0012799	hypertrophic cardiomyopathy 11	ACTC1 hypertrophic cardiomyopathy | cardiomyopathy, familial hypertrophic, type 11 | cardiomyopathy, hypertrophic, 11 | hypertrophic cardiomyopathy caused by mutation in ACTC1 | hypertrophic cardiomyopathy type 11		0110317				C2677506	C567419
MONDO:0012800	trichoepithelioma, multiple familial, 2	trichoepithelioma, multiple familial, type 2						C2677505	C567418
MONDO:0012801	autism, susceptibility to, 15	autism susceptibility 15 | autism, susceptibility to, type 15						C2677504	
MONDO:0012802	oculoauricular syndrome			0060482			157962	C2677500	C567416
MONDO:0012803	diarrhea-vomiting due to trehalase deficiency	isolated trehalose intolerance	84193000				103909	C0268187	C562603
MONDO:0012804	hypertrophic cardiomyopathy 12	cardiomyopathy, familial hypertrophic, type 12 | cardiomyopathy, hypertrophic, 12 | CSRP3 hypertrophic cardiomyopathy | hypertrophic cardiomyopathy caused by mutation in CSRP3 | hypertrophic cardiomyopathy type 12		0110318				C2677491	
MONDO:0012805	childhood onset GLUT1 deficiency syndrome 2	childhood onset GLUT1 deficiency syndrome type 2 | dystonia 18 | GLUT1 deficiency syndrome 2, childhood onset | GLUT1 deficiency syndrome type 2 | paroxysmal exercise-induced dystonia | PxMD-SLC2A1	724072002	0090045			98811	C1842534	C564288
MONDO:0012806	ectodermal dysplasia and immunodeficiency 2	ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency, autosomal dominant		0081079	C176826			C2677481	C567411
MONDO:0012807	epidermolysis bullosa simplex 5C, with pyloric atresia	epidermolysis bullosa simplex with pyloric atresia	716701004				158684	C2677349	C567408
MONDO:0012808	dilated cardiomyopathy 1AA	ACTN2 familial isolated dilated cardiomyopathy | cardiomyopathy, dilated, 1AA, with or without LVNC | cardiomyopathy, hypertrophic, 23, with or without LVNC | dilated cardiomyopathy type 1AA | familial isolated dilated cardiomyopathy caused by mutation in ACTN2		0110428				C2677338	C567407
MONDO:0012809	histiocytoma, Angiomatoid fibrous	angiomatoid fibrous histiocytoma | angiomatoid malignant fibrous histiocytoma | histiocytoma, angiomatoid fibrous, somatic			C6494		569164	C1266127	C563181
MONDO:0012810	aneurysm, intracranial berry, 7			0080970				C2677337	C567406
MONDO:0012811	aneurysm, intracranial berry, 8			0080971				C2677336	C567405
MONDO:0012812	developmental and epileptic encephalopathy, 4	developmental and epileptic encephalopathy 4 | early infantile epileptic encephalopathy 4 | early infantile epileptic encephalopathy caused by mutation in STXBP1 | epileptic encephalopathy, early infantile, 4 | epileptic encephalopathy, early infantile, type 4 | STXBP1 early infantile epileptic encephalopathy | STXBP1-related encephalopathy	768666006	0080436	C162472		599373	C2677326	C567404
MONDO:0012813	retinitis pigmentosa 29	retinitis pigmentosa type 29		0110378				C2677325	C567403
MONDO:0012814	diastasis recti and weakness of the linea alba							C2677303	C567402
MONDO:0012815	Coats plus syndrome	cerebroretinal microangiopathy with calcfications and cysts | cerebroretinal microangiopathy with calcifications and cysts	711482008				313838	C2677299	C567401
MONDO:0012816	atrial fibrillation, familial, 6	atrial fibrillation, familial, type 6 | familial atrial fibrillation caused by mutation in NPPA | NPPA familial atrial fibrillation						C2677294	C567400
MONDO:0012817	Ewing sarcoma	Ewing's family localised tumour | Ewing's sarcoma | Ewing's tumor | Ewing's tumour		3369	C4817		319	C0553580	D012512
MONDO:0012818	maturity-onset diabetes of the young type 9	maturity-onset diabetes of the young (disease) caused by mutation in PAX4 | maturity-onset diabetes of the young, type IX | PAX4 maturity-onset diabetes of the young (disease)	609576002	0111107				C2677132	C567393
MONDO:0012819	diabetic ketoacidosis		420422005	1837				C0011880	D016883
MONDO:0012820	colorectal cancer, susceptibility to, 3	colorectal cancer caused by mutation in SMAD7 | colorectal cancer, susceptibility to, type 3 | SMAD7 colorectal cancer						C2677123	
MONDO:0012821	colorectal cancer, susceptibility to, 5							C2677122	
MONDO:0012822	colorectal cancer, susceptibility to, 6							C2677121	
MONDO:0012823	colorectal cancer, susceptibility to, 7							C2677120	
MONDO:0012824	hypomyelinating leukodystrophy 4	HSPD1 leukodystrophy | hypomyelinating leukodystrophy type 4 | leukodystrophy caused by mutation in HSPD1 | leukodystrophy, hypomyelinating, type 4 | MitCHAP60 disease | mitochondrial HSP60 chaperonopathy | Pelizaeus-Merzbacher-like disease due to HSPD1 mutation		0060789			280288	C2677109	C567390
MONDO:0012825	extraskeletal myxoid chondrosarcoma	extraosseous chondrosarcoma | extraskeletal chondrosarcoma | myxoid extraosseous chondrosarcoma | myxoid extraskeletal chondrosarcoma	404079008	6496	C27502		209916	C1275278	C563195
MONDO:0012826	scoliosis, isolated, susceptibility to, 4	scoliosis, idiopathic, susceptibility to, 4						C2677108	
MONDO:0012827	scoliosis, isolated, susceptibility to, 5	scoliosis, idiopathic, susceptibility to, 5						C2677107	
MONDO:0012828	atrial fibrillation, familial, 7	atrial fibrillation, familial, type 7 | familial atrial fibrillation caused by mutation in KCNA5 | KCNA5 familial atrial fibrillation						C2677106	C567389
MONDO:0012829	inflammatory bowel disease 12	inflammatory bowel disease type 12		0110887				C2677105	C567388
MONDO:0012830	chromosome 10q23 deletion syndrome	Del(10)(q22.3q23.3) | deletion 10q22.3q23.3 | monosomy 10q22.3q23.3		0060389			276413	C4225669	C567385
MONDO:0012831	inflammatory bowel disease 13	ABCB1 inflammatory bowel disease | inflammatory bowel disease caused by mutation in ABCB1 | inflammatory bowel disease type 13		0110893				C2677101	C567384
MONDO:0012832	inflammatory bowel disease 14	inflammatory bowel disease caused by mutation in IRF5 | inflammatory bowel disease type 14 | IRF5 inflammatory bowel disease		0110895				C2677100	C567383
MONDO:0012833	Crouzon syndrome-acanthosis nigricans syndrome	chronic allograft nephropathy | Chronic kidney allograft nephropathy | Crouzon-dermoskeletal syndrome | Crouzonodermoskeletal syndrome	702361006	0111161	C38145		93262	C2677099	C567382
MONDO:0012834	systemic lupus erythematosus, susceptibility to, 10	IRF5 systemic lupus erythematosus (disease) | systemic lupus erythematosus (disease) caused by mutation in IRF5 | systemic lupus erythematosus, susceptibility to, type 10						C2677097	
MONDO:0012835	systemic lupus erythematosus, susceptibility to, 11	STAT4 systemic lupus erythematosus (disease) | systemic lupus erythematosus (disease) caused by mutation in STAT4 | systemic lupus erythematosus, susceptibility to, type 11						C2677096	
MONDO:0012836	systemic lupus erythematosus, susceptibility to, 12							C2677095	
