id	label	synonyms	snomed	doid	nci	icd10	orphanet	umls	mesh
MONDO:0021509	benign neoplasm of myocardium	benign myocardial neoplasm | benign myocardial tumor | benign myocardial tumour | benign neoplasm of the myocardium | benign tumor of myocardium | benign tumor of the myocardium | benign tumour of myocardium | benign tumour of the myocardium | myocardium benign neoplasm	92238001		C4607			C0347253	
MONDO:0021510	benign neoplasm of prostate	benign neoplasm of the prostate | benign prostate neoplasm | benign prostate tumor | benign prostate tumour | benign prostatic neoplasm | benign tumor of prostate | benign tumor of the prostate | benign tumour of prostate | benign tumour of the prostate | prostate gland benign neoplasm	92308005		C3613	D29.1		C0154009	
MONDO:0021511	benign neoplasm of adrenal gland	adrenal gland benign neoplasm | benign adrenal gland neoplasm | benign adrenal gland tumor | benign adrenal gland tumour | benign adrenal neoplasm | benign adrenal tumor | benign adrenal tumour | benign neoplasm of the adrenal gland | benign tumor of adrenal gland | benign tumor of the adrenal gland | benign tumour of adrenal gland | benign tumour of the adrenal gland	91967007		C3629	D35.0		C0154040	
MONDO:0021512	benign neoplasm of thymus	benign neoplasm of the Thymus | benign thymic neoplasm | benign thymic tumor | benign thymic tumour | benign Thymus neoplasm | benign Thymus tumor | benign Thymus tumour | benign tumor of the Thymus | benign tumor of Thymus | benign tumour of the Thymus | benign tumour of Thymus | thymus benign neoplasm	92437008		C4458	D15.0		C0345975	
MONDO:0021513	benign neoplasm of tonsil	benign neoplasm of the tonsil | benign tonsil neoplasm | benign tonsil tumor | benign tonsil tumour | benign tonsillar neoplasm | benign tonsillar tumor | benign tonsillar tumour | benign tumor of the tonsil | benign tumor of tonsil | benign tumour of the tonsil | benign tumour of tonsil | tonsil benign neoplasm | tonsillar neoplasm, benign	92263001		C3594	D10.4		C0153936	
MONDO:0021514	benign neoplasm of pericardium	benign neoplasm of the pericardium | benign pericardial neoplasm | benign pericardial tumor | benign pericardial tumour | benign tumor of pericardium | benign tumor of the pericardium | benign tumour of pericardium | benign tumour of the pericardium | pericardium benign neoplasm	92289001		C8536			C0685118	
MONDO:0021515	benign neoplasm of ethmoidal sinus	benign ethmoid sinus neoplasm | benign ethmoid sinus tumor | benign ethmoid sinus tumour | benign ethmoidal sinus neoplasm | benign ethmoidal sinus tumor | benign ethmoidal sinus tumour | benign neoplasm of ethmoid sinus | benign neoplasm of the ethmoid sinus | benign neoplasm of the ethmoidal sinus | benign tumor of ethmoid sinus | benign tumor of ethmoidal sinus | benign tumor of the ethmoid sinus | benign tumor of the ethmoidal sinus | benign tumour of ethmoid sinus | benign tumour of ethmoidal sinus | benign tumour of the ethmoid sinus | benign tumour of the ethmoidal sinus | ethmoid sinus benign neoplasm	92093000		C4417			C0345670	
MONDO:0021516	benign neoplasm of glottis	benign glottis neoplasm | benign glottis tumor | benign glottis tumour | benign neoplasm of the glottis | benign tumor of glottis | benign tumor of the glottis | benign tumour of glottis | benign tumour of the glottis | glottis benign neoplasm	92123007		C4605			C0347234	
MONDO:0021517	benign neoplasm of trachea	benign neoplasm of the trachea | benign trachea neoplasm | benign trachea tumor | benign trachea tumour | benign tracheal neoplasm | benign tracheal tumor | benign tracheal tumour | benign tumor of the trachea | benign tumor of trachea | benign tumour of the trachea | benign tumour of trachea | trachea benign neoplasm	92446002		C3602	D14.2		C0153953	
MONDO:0021518	benign neoplasm of hard palate	benign hard palate neoplasm | benign hard palate tumor | benign hard palate tumour | benign neoplasm of the hard palate | benign tumor of hard palate | benign tumor of the hard palate | benign tumour of hard palate | benign tumour of the hard palate | hard palate benign neoplasm	92129006		C4403			C0345552	
MONDO:0021520	benign neoplasm of floor of mouth	benign floor of mouth neoplasm | benign floor of mouth tumor | benign floor of mouth tumour | benign floor of the mouth neoplasm | benign floor of the mouth tumor | benign floor of the mouth tumour | benign neoplasm of the floor of the mouth | benign tumor of floor of mouth | benign tumor of the floor of the mouth | benign tumour of floor of mouth | benign tumour of the floor of the mouth | mouth floor benign neoplasm	92109005		C3593	D10.2		C0153934	
MONDO:0021521	benign neoplasm of mediastinum	benign mediastinal neoplasm | benign mediastinal tumor | benign mediastinal tumour | benign neoplasm of the mediastinum | benign tumor of mediastinum | benign tumor of the mediastinum | benign tumour of mediastinum | benign tumour of the mediastinum | mediastinum benign neoplasm	92214000		C3604	D15.2		C0153956	
MONDO:0021522	benign neoplasm of lower jaw bone	bone of lower jaw benign neoplasm	92208007		C34417	D16.5		C0004994	
MONDO:0021523	benign neoplasm of pharynx	benign neoplasm of the pharynx | benign pharyngeal neoplasm | benign pharyngeal tumor | benign pharyngeal tumour | benign pharynx neoplasm | benign pharynx tumor | benign pharynx tumour | benign tumor of pharynx | benign tumor of the pharynx | benign tumour of pharynx | benign tumour of the pharynx | pharyngeal neoplasm benign | pharynx benign neoplasm	92293007		C3597			C0153940	
MONDO:0021524	benign neoplasm of buccal mucosa	benign buccal mucosa neoplasm | benign buccal mucosa tumor | benign buccal mucosa tumour | benign neoplasm of the buccal mucosa | benign tumor of buccal mucosa | benign tumor of the buccal mucosa | benign tumour of buccal mucosa | benign tumour of the buccal mucosa | buccal mucosa benign neoplasm	92039003		C4406			C0345566	
MONDO:0021525	benign neoplasm of corpus uteri	benign corpus uteri neoplasm | benign corpus uteri tumor | benign corpus uteri tumour | benign neoplasm of body of uterus | benign neoplasm of the body of uterus | benign neoplasm of the corpus uteri | benign neoplasm of the uterine body | benign neoplasm of the uterine corpus | benign neoplasm of uterine body | benign neoplasm of uterine corpus | benign tumor of body of uterus | benign tumor of corpus uteri | benign tumor of the body of uterus | benign tumor of the corpus uteri | benign tumor of the uterine body | benign tumor of the uterine corpus | benign tumor of uterine body | benign tumor of uterine corpus | benign tumour of body of uterus | benign tumour of corpus uteri | benign tumour of the body of uterus | benign tumour of the corpus uteri | benign tumour of the uterine body | benign tumour of the uterine corpus | benign tumour of uterine body | benign tumour of uterine corpus | benign uterine body neoplasm | benign uterine body tumor | benign uterine body tumour | benign uterine corpus neoplasm | benign uterine corpus tumor | benign uterine corpus tumour | body of uterus benign neoplasm	92021007		C3608			C0153998	
MONDO:0021527	benign neoplasm of meninges	benign meningeal neoplasm | benign meningeal neoplasms | benign meningeal tumor | benign meningeal tumors | benign meningeal tumour | benign meningeal tumours | benign meninges neoplasm | benign meninges tumor | benign meninges tumour | benign neoplasm of the meninges | benign neoplasms of meninges | benign neoplasms of the meninges | benign tumor of meninges | benign tumor of the meninges | benign tumour of meninges | benign tumour of the meninges | meningeal cluster benign neoplasm | meningeal tumors, benign	109913001		C4957	D32		C0348426	
MONDO:0021528	benign neoplasm of male breast	benign Male breast neoplasm | benign Male breast tumor | benign Male breast tumour | benign neoplasm of the Male breast | benign tumor of Male breast | benign tumor of the Male breast | benign tumour of Male breast | benign tumour of the Male breast | male breast benign neoplasm	92206006		C4620			C0347482	
MONDO:0021529	benign neoplasm of chest wall	benign chest wall neoplasm | benign chest wall tumor | benign chest wall tumour | benign neoplasm of the chest wall | benign tumor of chest wall | benign tumor of the chest wall | benign tumour of chest wall | benign tumour of the chest wall | chest wall benign neoplasm	92058007		C8529			C0684831	
MONDO:0021530	benign neoplasm of subglottis	benign neoplasm of the subglottis | benign subglottic neoplasm | benign subglottic tumor | benign subglottic tumour | benign subglottis neoplasm | benign subglottis tumor | benign subglottis tumour | benign tumor of subglottis | benign tumor of the subglottis | benign tumour of subglottis | benign tumour of the subglottis | subglottis benign neoplasm	92412003		C4427			C0345749	
MONDO:0021531	fibroma of lung	fibroma of the lung | lung fibroma | pulmonary fibroma	707387004		C5658			C1334444	
MONDO:0021532	fibroma of prostate	fibroma of the prostate | prostate fibroma | prostate gland fibroma	47014000		C3972			C0268885	
MONDO:0021533	intestinal neuroendocrine tumor G1	carcinoid tumor of intestine | carcinoid tumor of the intestine | carcinoid tumour of intestine | carcinoid tumour of the intestine | grade 1 neuroendocrine neoplasm of intestine | intestinal carcinoid tumor | intestinal carcinoid tumour | intestinal NET G1 | intestine carcinoid tumor | intestine carcinoid tumor (disease) | intestine carcinoid tumour | intestine carcinoid tumour (disease) | intestine NET G1 | intestine neuroendocrine neoplasm G1 | intestine neuroendocrine tumor, well differentiated, low grade	276816003		C4637			C0349535	C562842
MONDO:0021534	rectal neuroendocrine tumor G1	carcinoid of rectum | carcinoid of the rectum | carcinoid tumor of rectum | carcinoid tumor of the rectum | carcinoid tumour of rectum | carcinoid tumour of the rectum | grade 1 neuroendocrine neoplasm of rectum | rectal carcinoid | rectal carcinoid tumor | rectal carcinoid tumour | rectal NET G1 | rectum carcinoid tumor | rectum carcinoid tumor (disease) | rectum carcinoid tumour | rectum carcinoid tumour (disease) | rectum NET G1 | rectum neuroendocrine neoplasm G1 | rectum neuroendocrine tumor, well differentiated, low grade	713306000		C5547			C1335678	
MONDO:0021535	pancreatic neuroendocrine tumor G1	grade 1 neuroendocrine neoplasm of pancreas | pancreas carcinoid tumor | pancreas carcinoid tumour | pancreas NET G1 | pancreas neuroendocrine neoplasm G1 | pancreas neuroendocrine tumor, well differentiated, low grade | pancreatic NET G1	254613007		C95584			C2987241	
MONDO:0021537	undifferentiated carcinoma of nasopharynx	lymphoepithelioma of nasopharynx | lymphoepithelioma of the nasopharynx | nasopharyngeal lymphoepithelioma | nasopharyngeal nonkeratinizing undifferentiated carcinoma | nasopharyngeal undifferentiated carcinoma | nasopharynx undifferentiated carcinoma | undifferentiated carcinoma of the nasopharynx | undifferentiated nasopharyngeal throat cancer	422541001		C8023			C0279748	
MONDO:0021538	verrucous carcinoma of oral cavity	mouth verrucous carcinoma | oral cavity verrucous cancer | oral cavity verrucous carcinoma | verrucous carcinoma of mouth | verrucous carcinoma of the mouth | verrucous carcinoma of the oral cavity	403889000		C8174			C0280306	
MONDO:0021539	hamartoma of skin appendage	cutaneous appendage hamartoma (disease) | skin appendage hamartoma	399906000		C5562			C1302712	
MONDO:0021540	hamartoma of lung	hamartoma of the lung | lung chondroid hamartoma | lung hamartoma | lung hamartoma (disease) | pulmonary hamartoma	254644003		C3497			C0149927	
MONDO:0021541	hemangioma of retina	angioma of retina | angioma of the retina | hemangioma of the retina | retina angioma | retina hemangioma | retinal angioma | retinal hemangioma	93470007		C3634			C0154051	
MONDO:0021542	hemangioma of choroid	angioma of choroid | angioma of the choroid | benign angioma of choroid | benign angioma of the choroid | benign choroid angioma | benign choroid hemangioma | benign hemangioma of choroid | benign hemangioma of the choroid | choroid angioma | choroid hemangioma | hemangioma of optic choroid | hemangioma of the choroid | hemangioma, choroid, benign | optic choroid hemangioma	255022003		C4562			C0346390	
MONDO:0021543	hemangioma of gingiva	angioma of gingiva | angioma of gum | angioma of the gingiva | angioma of the gum | gingiva hemangioma | gingival angioma | gingival hemangioma | gum angioma | gum hemangioma | hemangioma of gum | hemangioma of the gingiva | hemangioma of the gum	304990002		C4831			C0582885	
